DiseaseName,DiseaseID,PathwayName,PathwayID,InferenceGeneSymbol
3-Hydroxyacyl-CoA Dehydrogenase Deficiency,MESH:C535310,Mitochondrial Fatty Acid Beta-Oxidation,REACT:R-HSA-77289,HADH
3-Hydroxyacyl-CoA Dehydrogenase Deficiency,MESH:C535310,mitochondrial fatty acid beta-oxidation of saturated fatty acids,REACT:R-HSA-77286,HADH
3-Hydroxyacyl-CoA Dehydrogenase Deficiency,MESH:C535310,Tryptophan metabolism,KEGG:hsa00380,HADH
3-Hydroxyacyl-CoA Dehydrogenase Deficiency,MESH:C535310,"Valine, leucine and isoleucine degradation",KEGG:hsa00280,HADH
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Biotin transport and metabolism,REACT:R-HSA-196780,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Branched-chain amino acid catabolism,REACT:R-HSA-70895,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Defective HLCS causes multiple carboxylase deficiency,REACT:R-HSA-3371599,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Defects in biotin (Btn) metabolism,REACT:R-HSA-3323169,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Defects in vitamin and cofactor metabolism,REACT:R-HSA-3296482,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Disease,REACT:R-HSA-1643685,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Diseases of metabolism,REACT:R-HSA-5668914,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",KEGG:hsa_M00036,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Metabolic pathways,KEGG:hsa01100,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Metabolism,REACT:R-HSA-1430728,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Metabolism of amino acids and derivatives,REACT:R-HSA-71291,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Metabolism of vitamins and cofactors,REACT:R-HSA-196854,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,Metabolism of water-soluble vitamins and cofactors,REACT:R-HSA-196849,MCCC1
3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,"Valine, leucine and isoleucine degradation",KEGG:hsa00280,MCCC1
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Biotin transport and metabolism,REACT:R-HSA-196780,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Branched-chain amino acid catabolism,REACT:R-HSA-70895,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Defective HLCS causes multiple carboxylase deficiency,REACT:R-HSA-3371599,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Defects in biotin (Btn) metabolism,REACT:R-HSA-3323169,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Defects in vitamin and cofactor metabolism,REACT:R-HSA-3296482,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Disease,REACT:R-HSA-1643685,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Diseases of metabolism,REACT:R-HSA-5668914,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",KEGG:hsa_M00036,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Metabolic pathways,KEGG:hsa01100,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Metabolism,REACT:R-HSA-1430728,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Metabolism of amino acids and derivatives,REACT:R-HSA-71291,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Metabolism of vitamins and cofactors,REACT:R-HSA-196854,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,Metabolism of water-soluble vitamins and cofactors,REACT:R-HSA-196849,MCCC2
3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,"Valine, leucine and isoleucine degradation",KEGG:hsa00280,MCCC2
"3-Methylglutaconic Aciduria, Type I",MESH:C562801,Branched-chain amino acid catabolism,REACT:R-HSA-70895,AUH
"3-Methylglutaconic Aciduria, Type I",MESH:C562801,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",KEGG:hsa_M00036,AUH
"3-Methylglutaconic Aciduria, Type I",MESH:C562801,Metabolic pathways,KEGG:hsa01100,AUH
"3-Methylglutaconic Aciduria, Type I",MESH:C562801,Metabolism,REACT:R-HSA-1430728,AUH
"3-Methylglutaconic Aciduria, Type I",MESH:C562801,Metabolism of amino acids and derivatives,REACT:R-HSA-71291,AUH
"3-Methylglutaconic Aciduria, Type I",MESH:C562801,"Valine, leucine and isoleucine degradation",KEGG:hsa00280,AUH
"3-Methylglutaconic Aciduria, Type V",MESH:C565706,Metabolism of proteins,REACT:R-HSA-392499,DNAJC19
"3-Methylglutaconic Aciduria, Type V",MESH:C565706,Mitochondrial protein import,REACT:R-HSA-1268020,DNAJC19
"3-METHYLGLUTACONIC ACIDURIA, TYPE VIIB",OMIM:616271,Longevity regulating pathway - multiple species,KEGG:hsa04213,CLPB
"3-METHYLGLUTACONIC ACIDURIA, TYPE VIII",OMIM:617248,Apoptosis,KEGG:hsa04210,HTRA2
"3-METHYLGLUTACONIC ACIDURIA, TYPE VIII",OMIM:617248,Apoptosis - multiple species,KEGG:hsa04215,HTRA2
"3-METHYLGLUTACONIC ACIDURIA, TYPE VIII",OMIM:617248,Parkinson's disease,KEGG:hsa05012,HTRA2
"46, XX Disorders of Sex Development",MESH:D058489,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",REACT:R-HSA-1368108,NR3C1
"46, XX Disorders of Sex Development",MESH:D058489,Circadian Clock,REACT:R-HSA-400253,NR3C1
"46, XX Disorders of Sex Development",MESH:D058489,Gene Expression,REACT:R-HSA-74160,NR3C1
"46, XX Disorders of Sex Development",MESH:D058489,Generic Transcription Pathway,REACT:R-HSA-212436,NR3C1
"46, XX Disorders of Sex Development",MESH:D058489,Neuroactive ligand-receptor interaction,KEGG:hsa04080,NR3C1
"46, XX Disorders of Sex Development",MESH:D058489,Nuclear Receptor transcription pathway,REACT:R-HSA-383280,NR3C1
"46, XX Disorders of Sex Development",MESH:D058489,PTK6 Expression,REACT:R-HSA-8849473,NR3C1
"46, XX Disorders of Sex Development",MESH:D058489,Signaling by PTK6,REACT:R-HSA-8848021,NR3C1
"46, XX Disorders of Sex Development",MESH:D058489,Signal Transduction,REACT:R-HSA-162582,NR3C1
"46,XX SEX REVERSAL 1",OMIM:400045,Deactivation of the beta-catenin transactivating complex,REACT:R-HSA-3769402,SRY
"46,XX SEX REVERSAL 1",OMIM:400045,Signaling by Wnt,REACT:R-HSA-195721,SRY
"46,XX SEX REVERSAL 1",OMIM:400045,Signal Transduction,REACT:R-HSA-162582,SRY
"46,XX SEX REVERSAL 1",OMIM:400045,TCF dependent signaling in response to WNT,REACT:R-HSA-201681,SRY
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Axon guidance,KEGG:hsa04360,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Basal cell carcinoma,KEGG:hsa05217,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Beta-catenin independent WNT signaling,REACT:R-HSA-3858494,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Breast cancer,KEGG:hsa05224,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Class B/2 (Secretin family receptors),REACT:R-HSA-373080,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,GPCR ligand binding,REACT:R-HSA-500792,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Hippo signaling pathway,KEGG:hsa04390,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,HTLV-I infection,KEGG:hsa05166,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Melanogenesis,KEGG:hsa04916,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,mTOR signaling pathway,KEGG:hsa04150,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,REACT:R-HSA-3772470,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Pathways in cancer,KEGG:hsa05200,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,PCP/CE pathway,REACT:R-HSA-4086400,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Proteoglycans in cancer,KEGG:hsa05205,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Signaling by GPCR,REACT:R-HSA-372790,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Signaling by Wnt,REACT:R-HSA-195721,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Signaling pathways regulating pluripotency of stem cells,KEGG:hsa04550,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Signal Transduction,REACT:R-HSA-162582,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,TCF dependent signaling in response to WNT,REACT:R-HSA-201681,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Thyroid hormone signaling pathway,KEGG:hsa04919,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,WNT ligand biogenesis and trafficking,REACT:R-HSA-3238698,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Wnt signaling,KEGG:hsa_M00677,WNT4
"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,Wnt signaling pathway,KEGG:hsa04310,WNT4
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Activation of SMO,REACT:R-HSA-5635838,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Class B/2 (Secretin family receptors),REACT:R-HSA-373080,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Disease,REACT:R-HSA-1643685,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Diseases of signal transduction,REACT:R-HSA-5663202,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,GPCR ligand binding,REACT:R-HSA-500792,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Hedgehog ligand biogenesis,REACT:R-HSA-5358346,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Hedgehog 'on' state,REACT:R-HSA-5632684,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Hedgehog signaling,KEGG:hsa_M00678,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Hedgehog signaling pathway,KEGG:hsa04340,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,HHAT G278V abrogates palmitoylation of Hh-Np,REACT:R-HSA-5658034,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Hh mutants abrogate ligand secretion,REACT:R-HSA-5387390,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Ligand-receptor interactions,REACT:R-HSA-5632681,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Release of Hh-Np from the secreting cell,REACT:R-HSA-5362798,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Signaling by GPCR,REACT:R-HSA-372790,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Signaling by Hedgehog,REACT:R-HSA-5358351,DHH
"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related",MESH:C565537,Signal Transduction,REACT:R-HSA-162582,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Activation of SMO,REACT:R-HSA-5635838,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Class B/2 (Secretin family receptors),REACT:R-HSA-373080,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Disease,REACT:R-HSA-1643685,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Diseases of signal transduction,REACT:R-HSA-5663202,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,GPCR ligand binding,REACT:R-HSA-500792,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Hedgehog ligand biogenesis,REACT:R-HSA-5358346,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Hedgehog 'on' state,REACT:R-HSA-5632684,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Hedgehog signaling,KEGG:hsa_M00678,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Hedgehog signaling pathway,KEGG:hsa04340,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,HHAT G278V abrogates palmitoylation of Hh-Np,REACT:R-HSA-5658034,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Hh mutants abrogate ligand secretion,REACT:R-HSA-5387390,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Ligand-receptor interactions,REACT:R-HSA-5632681,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Release of Hh-Np from the secreting cell,REACT:R-HSA-5362798,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Signaling by GPCR,REACT:R-HSA-372790,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Signaling by Hedgehog,REACT:R-HSA-5358351,DHH
"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy",MESH:C567773,Signal Transduction,REACT:R-HSA-162582,DHH
"46,XY SEX REVERSAL 1",OMIM:400044,Deactivation of the beta-catenin transactivating complex,REACT:R-HSA-3769402,SRY
"46,XY SEX REVERSAL 1",OMIM:400044,Signaling by Wnt,REACT:R-HSA-195721,SRY
"46,XY SEX REVERSAL 1",OMIM:400044,Signal Transduction,REACT:R-HSA-162582,SRY
"46,XY SEX REVERSAL 1",OMIM:400044,TCF dependent signaling in response to WNT,REACT:R-HSA-201681,SRY
"46, XY Sex Reversal 5",MESH:C567766,Cellular responses to stress,REACT:R-HSA-2262752,CBX2
"46, XY Sex Reversal 5",MESH:C567766,Cellular Senescence,REACT:R-HSA-2559583,CBX2
"46, XY Sex Reversal 5",MESH:C567766,Metabolism of proteins,REACT:R-HSA-392499,CBX2
"46, XY Sex Reversal 5",MESH:C567766,Oxidative Stress Induced Senescence,REACT:R-HSA-2559580,CBX2
"46, XY Sex Reversal 5",MESH:C567766,Post-translational protein modification,REACT:R-HSA-597592,CBX2
"46, XY Sex Reversal 5",MESH:C567766,SUMO E3 ligases SUMOylate target proteins,REACT:R-HSA-3108232,CBX2
"46, XY Sex Reversal 5",MESH:C567766,SUMOylation,REACT:R-HSA-2990846,CBX2
"46, XY Sex Reversal 5",MESH:C567766,SUMOylation of DNA damage response and repair proteins,REACT:R-HSA-3108214,CBX2
"46, XY Sex Reversal 5",MESH:C567766,SUMOylation of RNA binding proteins,REACT:R-HSA-4570464,CBX2
"46,XY SEX REVERSAL 6",OMIM:613762,Activated TLR4 signalling,REACT:R-HSA-166054,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Fc epsilon receptor (FCERI) signaling,REACT:R-HSA-2454202,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,FCERI mediated MAPK activation,REACT:R-HSA-2871796,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,GnRH signaling pathway,KEGG:hsa04912,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Hepatitis B,KEGG:hsa05161,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,HTLV-I infection,KEGG:hsa05166,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Immune System,REACT:R-HSA-168256,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Innate Immune System,REACT:R-HSA-168249,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,MAPK (JNK) signaling,KEGG:hsa_M00688,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,MAPK (p38) signaling,KEGG:hsa_M00689,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,MAPK signaling pathway,KEGG:hsa04010,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,MyD88 cascade initiated on plasma membrane,REACT:R-HSA-975871,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,MyD88 dependent cascade initiated on endosome,REACT:R-HSA-975155,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,MyD88:Mal cascade initiated on plasma membrane,REACT:R-HSA-166058,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Neurotrophin signaling pathway,KEGG:hsa04722,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,RIG-I-like receptor signaling pathway,KEGG:hsa04622,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways,REACT:R-HSA-168928,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Tight junction,KEGG:hsa04530,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Toll Like Receptor 10 (TLR10) Cascade,REACT:R-HSA-168142,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Toll Like Receptor 2 (TLR2) Cascade,REACT:R-HSA-181438,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Toll Like Receptor 4 (TLR4) Cascade,REACT:R-HSA-166016,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Toll Like Receptor 5 (TLR5) Cascade,REACT:R-HSA-168176,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Toll Like Receptor 7/8 (TLR7/8) Cascade,REACT:R-HSA-168181,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Toll Like Receptor 9 (TLR9) Cascade,REACT:R-HSA-168138,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Toll-Like Receptors Cascades,REACT:R-HSA-168898,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Toll Like Receptor TLR1:TLR2 Cascade,REACT:R-HSA-168179,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Toll Like Receptor TLR6:TLR2 Cascade,REACT:R-HSA-168188,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,REACT:R-HSA-975138,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,TRAF6 mediated NF-kB activation,REACT:R-HSA-933542,MAP3K1
"46,XY SEX REVERSAL 6",OMIM:613762,Ubiquitin mediated proteolysis,KEGG:hsa04120,MAP3K1
"46,XY SEX REVERSAL 9",OMIM:616067,Factors involved in megakaryocyte development and platelet production,REACT:R-HSA-983231,ZFPM2
"46,XY SEX REVERSAL 9",OMIM:616067,Hemostasis,REACT:R-HSA-109582,ZFPM2
"46,XY SEX REVERSAL 9",OMIM:616067,MicroRNAs in cancer,KEGG:hsa05206,ZFPM2
5-oxoprolinase deficiency,MESH:C535322,Biological oxidations,REACT:R-HSA-211859,OPLAH
5-oxoprolinase deficiency,MESH:C535322,Glutathione conjugation,REACT:R-HSA-156590,OPLAH
5-oxoprolinase deficiency,MESH:C535322,Glutathione metabolism,KEGG:hsa00480,OPLAH
5-oxoprolinase deficiency,MESH:C535322,Glutathione synthesis and recycling,REACT:R-HSA-174403,OPLAH
5-oxoprolinase deficiency,MESH:C535322,Metabolism,REACT:R-HSA-1430728,OPLAH
5-oxoprolinase deficiency,MESH:C535322,Phase II conjugation,REACT:R-HSA-156580,OPLAH
6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,eNOS activation and regulation,REACT:R-HSA-203765,PTS
6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,Folate biosynthesis,KEGG:hsa00790,PTS
6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,Metabolic pathways,KEGG:hsa01100,PTS
6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,Metabolism,REACT:R-HSA-1430728,PTS
6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,Metabolism of nitric oxide,REACT:R-HSA-202131,PTS
6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",REACT:R-HSA-1474151,PTS
Aarskog Syndrome,MESH:C535331,"Cell death signalling via NRAGE, NRIF and NADE",REACT:R-HSA-204998,FGD1
Aarskog Syndrome,MESH:C535331,G alpha (12/13) signalling events,REACT:R-HSA-416482,FGD1
Aarskog Syndrome,MESH:C535331,GPCR downstream signaling,REACT:R-HSA-388396,FGD1
Aarskog Syndrome,MESH:C535331,NRAGE signals death through JNK,REACT:R-HSA-193648,FGD1
Aarskog Syndrome,MESH:C535331,p75 NTR receptor-mediated signalling,REACT:R-HSA-193704,FGD1
Aarskog Syndrome,MESH:C535331,Regulation of actin cytoskeleton,KEGG:hsa04810,FGD1
Aarskog Syndrome,MESH:C535331,Rho GTPase cycle,REACT:R-HSA-194840,FGD1
Aarskog Syndrome,MESH:C535331,Signaling by GPCR,REACT:R-HSA-372790,FGD1
Aarskog Syndrome,MESH:C535331,Signaling by Rho GTPases,REACT:R-HSA-194315,FGD1
Aarskog Syndrome,MESH:C535331,Signalling by NGF,REACT:R-HSA-166520,FGD1
Aarskog Syndrome,MESH:C535331,Signal Transduction,REACT:R-HSA-162582,FGD1
ABCD syndrome,MESH:C535334,Calcium signaling pathway,KEGG:hsa04020,EDNRB
ABCD syndrome,MESH:C535334,cGMP-PKG signaling pathway,KEGG:hsa04022,EDNRB
ABCD syndrome,MESH:C535334,Class A/1 (Rhodopsin-like receptors),REACT:R-HSA-373076,EDNRB
ABCD syndrome,MESH:C535334,G alpha (q) signalling events,REACT:R-HSA-416476,EDNRB
ABCD syndrome,MESH:C535334,Gastrin-CREB signalling pathway via PKC and MAPK,REACT:R-HSA-881907,EDNRB
ABCD syndrome,MESH:C535334,GPCR downstream signaling,REACT:R-HSA-388396,EDNRB
ABCD syndrome,MESH:C535334,GPCR ligand binding,REACT:R-HSA-500792,EDNRB
ABCD syndrome,MESH:C535334,Melanogenesis,KEGG:hsa04916,EDNRB
ABCD syndrome,MESH:C535334,Neuroactive ligand-receptor interaction,KEGG:hsa04080,EDNRB
ABCD syndrome,MESH:C535334,Pathways in cancer,KEGG:hsa05200,EDNRB
ABCD syndrome,MESH:C535334,Peptide ligand-binding receptors,REACT:R-HSA-375276,EDNRB
ABCD syndrome,MESH:C535334,Signaling by GPCR,REACT:R-HSA-372790,EDNRB
ABCD syndrome,MESH:C535334,Signal Transduction,REACT:R-HSA-162582,EDNRB
Abdominal obesity metabolic syndrome,MESH:C535554,Activation of gene expression by SREBF (SREBP),REACT:R-HSA-2426168,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Adipocytokine signaling pathway,KEGG:hsa04920,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",REACT:R-HSA-1368108,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,cAMP signaling pathway,KEGG:hsa04024,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Circadian Clock,REACT:R-HSA-400253,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Developmental Biology,REACT:R-HSA-1266738,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,"Fatty acid, triacylglycerol, and ketone body metabolism",REACT:R-HSA-535734,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Gene Expression,REACT:R-HSA-74160,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Generic Transcription Pathway,REACT:R-HSA-212436,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Glucagon signaling pathway,KEGG:hsa04922,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Hepatitis C,KEGG:hsa05160,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Insulin resistance,KEGG:hsa04931,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Metabolism,REACT:R-HSA-1430728,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Metabolism of lipids and lipoproteins,REACT:R-HSA-556833,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Mitochondrial biogenesis,REACT:R-HSA-1592230,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Non-alcoholic fatty liver disease (NAFLD),KEGG:hsa04932,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Nuclear Receptor transcription pathway,REACT:R-HSA-383280,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Organelle biogenesis and maintenance,REACT:R-HSA-1852241,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,PPARA activates gene expression,REACT:R-HSA-1989781,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,PPAR signaling pathway,KEGG:hsa03320,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Regulation of cholesterol biosynthesis by SREBP (SREBF),REACT:R-HSA-1655829,PPARA
Abdominal obesity metabolic syndrome,MESH:C535554,Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha),REACT:R-HSA-400206,PPARA
