ChemicalName,ChemicalID,GeneSymbol,GeneID
ABCG1,9619,Metabolism,REACT:R-HSA-1430728
ABCG1,9619,Metabolism of lipids and lipoproteins,REACT:R-HSA-556833
ABCG1,9619,Transmembrane transport of small molecules,REACT:R-HSA-382551
ABCG2,9429,Abacavir transmembrane transport,REACT:R-HSA-2161517
ABCG2,9429,Abacavir transport and metabolism,REACT:R-HSA-2161522
ABCG2,9429,ABC transporters,KEGG:hsa02010
ABCG2,9429,Antifolate resistance,KEGG:hsa01523
ABCG2,9429,Bile secretion,KEGG:hsa04976
ABCG2,9429,Iron uptake and transport,REACT:R-HSA-917937
ABCG2,9429,Metabolism,REACT:R-HSA-1430728
ABCG2,9429,Transmembrane transport of small molecules,REACT:R-HSA-382551
ABCG4,64137,ABC-family proteins mediated transport,REACT:R-HSA-382556
ABCG4,64137,ABC transporters,KEGG:hsa02010
ABCG4,64137,ABC transporters in lipid homeostasis,REACT:R-HSA-1369062
ABCG4,64137,Transmembrane transport of small molecules,REACT:R-HSA-382551
ABCG5,64240,ABC-family proteins mediated transport,REACT:R-HSA-382556
ABCG5,64240,ABC transporters,KEGG:hsa02010
ABCG5,64240,ABC transporters in lipid homeostasis,REACT:R-HSA-1369062
ABCG5,64240,Bile secretion,KEGG:hsa04976
ABCG5,64240,Fat digestion and absorption,KEGG:hsa04975
ABCG5,64240,"Lipid digestion, mobilization, and transport",REACT:R-HSA-73923
ABCG5,64240,Metabolism,REACT:R-HSA-1430728
ABCG5,64240,Metabolism of lipids and lipoproteins,REACT:R-HSA-556833
ABCG5,64240,Trafficking of dietary sterols,REACT:R-HSA-265473
ABCG5,64240,Transmembrane transport of small molecules,REACT:R-HSA-382551
ABCG8,64241,ABC-family proteins mediated transport,REACT:R-HSA-382556
ABCG8,64241,ABC transporters,KEGG:hsa02010
ABCG8,64241,ABC transporters in lipid homeostasis,REACT:R-HSA-1369062
ABCG8,64241,Bile secretion,KEGG:hsa04976
ABCG8,64241,Fat digestion and absorption,KEGG:hsa04975
ABCG8,64241,"Lipid digestion, mobilization, and transport",REACT:R-HSA-73923
ABCG8,64241,Metabolism,REACT:R-HSA-1430728
ABCG8,64241,Metabolism of lipids and lipoproteins,REACT:R-HSA-556833
ABCG8,64241,Trafficking of dietary sterols,REACT:R-HSA-265473
ABCG8,64241,Transmembrane transport of small molecules,REACT:R-HSA-382551
ABHD10,55347,Biological oxidations,REACT:R-HSA-211859
ABHD10,55347,Glucuronidation,REACT:R-HSA-156588
ABHD10,55347,Metabolism,REACT:R-HSA-1430728
ABHD10,55347,Phase II conjugation,REACT:R-HSA-156580
ABHD12,26090,Arachidonate production from DAG,REACT:R-HSA-426048
ABHD12,26090,Effects of PIP2 hydrolysis,REACT:R-HSA-114508
ABHD12,26090,G alpha (q) signalling events,REACT:R-HSA-416476
ABHD12,26090,Gastrin-CREB signalling pathway via PKC and MAPK,REACT:R-HSA-881907
ABHD12,26090,GPCR downstream signaling,REACT:R-HSA-388396
ABHD12,26090,Hemostasis,REACT:R-HSA-109582
ABHD12,26090,"Platelet activation, signaling and aggregation",REACT:R-HSA-76002
ABHD12,26090,Signaling by GPCR,REACT:R-HSA-372790
ABHD12,26090,Signal Transduction,REACT:R-HSA-162582
ABHD14A-ACY1,100526760,2-Oxocarboxylic acid metabolism,KEGG:hsa01210
ABHD14A-ACY1,100526760,Arginine biosynthesis,KEGG:hsa00220
ABHD14A-ACY1,100526760,Biosynthesis of amino acids,KEGG:hsa01230
ABHD14A-ACY1,100526760,Metabolic pathways,KEGG:hsa01100
ABHD14B,84836,Biological oxidations,REACT:R-HSA-211859
ABHD14B,84836,Cytosolic sulfonation of small molecules,REACT:R-HSA-156584
ABHD14B,84836,Metabolism,REACT:R-HSA-1430728
ABHD14B,84836,Phase II conjugation,REACT:R-HSA-156580
ABHD3,171586,Glycerophospholipid biosynthesis,REACT:R-HSA-1483206
ABHD3,171586,Metabolism,REACT:R-HSA-1430728
ABHD3,171586,Metabolism of lipids and lipoproteins,REACT:R-HSA-556833
ABHD3,171586,Phospholipid metabolism,REACT:R-HSA-1483257
ABHD3,171586,Synthesis of PC,REACT:R-HSA-1483191
ABHD4,63874,Acyl chain remodelling of PE,REACT:R-HSA-1482839
ABHD4,63874,Glycerophospholipid biosynthesis,REACT:R-HSA-1483206
ABHD4,63874,Metabolism,REACT:R-HSA-1430728
ABHD4,63874,Metabolism of lipids and lipoproteins,REACT:R-HSA-556833
ABHD4,63874,Phospholipid metabolism,REACT:R-HSA-1483257
ABHD5,51099,Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis,REACT:R-HSA-163560
ABHD5,51099,"Lipid digestion, mobilization, and transport",REACT:R-HSA-73923
ABHD5,51099,Metabolism,REACT:R-HSA-1430728
ABHD5,51099,Metabolism of lipids and lipoproteins,REACT:R-HSA-556833
ABHD5,51099,Regulation of lipolysis in adipocytes,KEGG:hsa04923
ABHD6,57406,Arachidonate production from DAG,REACT:R-HSA-426048
ABHD6,57406,Effects of PIP2 hydrolysis,REACT:R-HSA-114508
ABHD6,57406,G alpha (q) signalling events,REACT:R-HSA-416476
ABHD6,57406,Gastrin-CREB signalling pathway via PKC and MAPK,REACT:R-HSA-881907
ABHD6,57406,GPCR downstream signaling,REACT:R-HSA-388396
ABHD6,57406,Hemostasis,REACT:R-HSA-109582
ABHD6,57406,"Platelet activation, signaling and aggregation",REACT:R-HSA-76002
ABHD6,57406,Retrograde endocannabinoid signaling,KEGG:hsa04723
ABHD6,57406,Signaling by GPCR,REACT:R-HSA-372790
ABHD6,57406,Signal Transduction,REACT:R-HSA-162582
ABI1,10006,Fcgamma receptor (FCGR) dependent phagocytosis,REACT:R-HSA-2029480
ABI1,10006,Immune System,REACT:R-HSA-168256
ABI1,10006,Innate Immune System,REACT:R-HSA-168249
ABI1,10006,Regulation of actin dynamics for phagocytic cup formation,REACT:R-HSA-2029482
ABI1,10006,RHO GTPase Effectors,REACT:R-HSA-195258
ABI1,10006,RHO GTPases Activate WASPs and WAVEs,REACT:R-HSA-5663213
ABI1,10006,Signaling by Rho GTPases,REACT:R-HSA-194315
ABI1,10006,Signaling by VEGF,REACT:R-HSA-194138
ABI1,10006,Signal Transduction,REACT:R-HSA-162582
ABI1,10006,VEGFA-VEGFR2 Pathway,REACT:R-HSA-4420097
ABI2,10152,Fcgamma receptor (FCGR) dependent phagocytosis,REACT:R-HSA-2029480
ABI2,10152,Immune System,REACT:R-HSA-168256
ABI2,10152,Innate Immune System,REACT:R-HSA-168249
ABI2,10152,Regulation of actin cytoskeleton,KEGG:hsa04810
