ChemicalName,ChemicalID,DiseaseName,DiseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore
"10,12-octadecadienoic acid",C094849,Diabetes Mellitus,MESH:D003920,,PPARG,4.36
"10,12-octadecadienoic acid",C094849,"Diabetes Mellitus, Experimental",MESH:D003921,,CASP3,9.67
"10,12-octadecadienoic acid",C094849,"Diabetes Mellitus, Experimental",MESH:D003921,,PPARG,9.67
"10,12-octadecadienoic acid",C094849,"Diabetes Mellitus, Type 2",MESH:D003924,,CASP3,9.03
"10,12-octadecadienoic acid",C094849,"Diabetes Mellitus, Type 2",MESH:D003924,,PPARG,9.03
"10,12-octadecadienoic acid",C094849,Diabetic Angiopathies,MESH:D003925,,CASP3,4.69
"10,12-octadecadienoic acid",C094849,Diabetic Nephropathies,MESH:D003928,,PPARG,4.42
"10,12-octadecadienoic acid",C094849,Diabetic Neuropathies,MESH:D003929,,CASP3,4.45
"10,12-octadecadienoic acid",C094849,Diabetic Retinopathy,MESH:D003930,,CASP3,4.67
"10,12-octadecadienoic acid",C094849,Dyslipidemias,MESH:D050171,,PPARG,4.39
"10,12-octadecadienoic acid",C094849,Edema,MESH:D004487,,CASP3,3.25
"10,12-octadecadienoic acid",C094849,Glomerulonephritis,MESH:D005921,,PPARG,4.49
"10,12-octadecadienoic acid",C094849,Heart Failure,MESH:D006333,,PPARG,3.78
"10,12-octadecadienoic acid",C094849,Heart Valve Diseases,MESH:D006349,,CASP3,4.53
"10,12-octadecadienoic acid",C094849,"Hepatitis, Chronic",MESH:D006521,,CASP3,4.61
"10,12-octadecadienoic acid",C094849,Hypertension,MESH:D006973,,PPARG,3.47
"10,12-octadecadienoic acid",C094849,Inflammation,MESH:D007249,,PPARG,3.58
"10,12-octadecadienoic acid",C094849,Insulin Resistance,MESH:D007333,,PPARG,4.0
"10,12-octadecadienoic acid",C094849,Ischemia,MESH:D007511,,PPARG,4.44
"10,12-octadecadienoic acid",C094849,"Leukemia, Promyelocytic, Acute",MESH:D015473,,PPARG,4.61
"10,12-octadecadienoic acid",C094849,Leukostasis,MESH:D018921,,PPARG,5.98
"10,12-octadecadienoic acid",C094849,Lipidoses,MESH:D008064,,PPARG,4.46
"10,12-octadecadienoic acid",C094849,"Lipodystrophy, Familial Partial",MESH:D052496,,PPARG,5.91
"10,12-octadecadienoic acid",C094849,Liver Neoplasms,MESH:D008113,,PPARG,3.84
"10,12-octadecadienoic acid",C094849,"Lymphoma, T-Cell",MESH:D016399,,PPARG,5.06
"10,12-octadecadienoic acid",C094849,Melanoma,MESH:D008545,,PPARG,3.98
"10,12-octadecadienoic acid",C094849,Metabolic Diseases,MESH:D008659,,PPARG,5.13
"10,12-octadecadienoic acid",C094849,Mycoplasma Infections,MESH:D009175,,CASP3,5.39
"10,12-octadecadienoic acid",C094849,Myocardial Infarction,MESH:D009203,,CASP3,3.43
"10,12-octadecadienoic acid",C094849,Myocardial Reperfusion Injury,MESH:D015428,,CASP3,3.92
"10,12-octadecadienoic acid",C094849,Nerve Degeneration,MESH:D009410,,CASP3,8.44
"10,12-octadecadienoic acid",C094849,Nerve Degeneration,MESH:D009410,,PPARG,8.44
"10,12-octadecadienoic acid",C094849,Nervous System Diseases,MESH:D009422,,CASP3,3.59
"10,12-octadecadienoic acid",C094849,Neurotoxicity Syndromes,MESH:D020258,,CASP3,3.68
"10,12-octadecadienoic acid",C094849,Non-alcoholic Fatty Liver Disease,MESH:D065626,,PPARG,4.26
"10,12-octadecadienoic acid",C094849,Obesity,MESH:D009765,,PPARG,3.98
"10,12-octadecadienoic acid",C094849,Osteoarthritis,MESH:D010003,,PPARG,4.41
"10,12-octadecadienoic acid",C094849,Pancreatic Neoplasms,MESH:D010190,,PPARG,4.2
"10,12-octadecadienoic acid",C094849,Pituitary ACTH Hypersecretion,MESH:D047748,,PPARG,5.98
"10,12-octadecadienoic acid",C094849,Pneumoconiosis,MESH:D011009,,SCD5,6.54
"10,12-octadecadienoic acid",C094849,"Polycystic Kidney, Autosomal Dominant",MESH:D016891,,PPARG,5.85
"10,12-octadecadienoic acid",C094849,Pre-Eclampsia,MESH:D011225,,PPARG,4.8
"10,12-octadecadienoic acid",C094849,Psoriasis,MESH:D011565,,PPARG,4.5
"10,12-octadecadienoic acid",C094849,Renal Insufficiency,MESH:D051437,,PPARG,3.98
"10,12-octadecadienoic acid",C094849,Reperfusion Injury,MESH:D015427,,CASP3,9.71
"10,12-octadecadienoic acid",C094849,Reperfusion Injury,MESH:D015427,,PPARG,9.71
"10,12-octadecadienoic acid",C094849,Retinal Detachment,MESH:D012163,,CASP3,5.09
"10,12-octadecadienoic acid",C094849,Sepsis,MESH:D018805,,CASP3,4.03
"10,12-octadecadienoic acid",C094849,Spinal Cord Injuries,MESH:D013119,,CASP3,4.48
"10,12-octadecadienoic acid",C094849,Status Epilepticus,MESH:D013226,,CASP3,3.76
"10,12-octadecadienoic acid",C094849,Stomach Neoplasms,MESH:D013274,,PPARG,3.87
"10,12-octadecadienoic acid",C094849,Subarachnoid Hemorrhage,MESH:D013345,,CASP3,11.9
"10,12-octadecadienoic acid",C094849,Subarachnoid Hemorrhage,MESH:D013345,,PPARG,11.9
"10,12-octadecadienoic acid",C094849,"Thyroid cancer, follicular",MESH:C572845,,PPARG,5.53
"10,12-octadecadienoic acid",C094849,Thyroid Neoplasms,MESH:D013964,,PPARG,4.49
10-(2-pyrazolylethoxy)camptothecin,C534422,Acute Lung Injury,MESH:D055371,,CASP3,4.1
10-(2-pyrazolylethoxy)camptothecin,C534422,Adenocarcinoma,MESH:D000230,,CASP8,4.32
10-(2-pyrazolylethoxy)camptothecin,C534422,Alzheimer Disease,MESH:D000544,,CASP3,4.01
10-(2-pyrazolylethoxy)camptothecin,C534422,Autoimmune Lymphoproliferative Syndrome,MESH:D056735,,CASP8,6.22
10-(2-pyrazolylethoxy)camptothecin,C534422,Brain Ischemia,MESH:D002545,,CASP3,4.1
10-(2-pyrazolylethoxy)camptothecin,C534422,Breast Neoplasms,MESH:D001943,,CASP8,3.74
10-(2-pyrazolylethoxy)camptothecin,C534422,Calcinosis,MESH:D002114,,CASP3,4.54
10-(2-pyrazolylethoxy)camptothecin,C534422,"Carcinoma, Hepatocellular",MESH:D006528,,CASP8,3.85
10-(2-pyrazolylethoxy)camptothecin,C534422,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,,CASP8,4.44
10-(2-pyrazolylethoxy)camptothecin,C534422,Cerebral Hemorrhage,MESH:D002543,,CASP3,11.47
10-(2-pyrazolylethoxy)camptothecin,C534422,Cerebral Hemorrhage,MESH:D002543,,CASP8,11.47
10-(2-pyrazolylethoxy)camptothecin,C534422,"Colitis, Ulcerative",MESH:D003093,,CASP3,4.28
10-(2-pyrazolylethoxy)camptothecin,C534422,Colorectal Neoplasms,MESH:D015179,,CASP8,4.16
10-(2-pyrazolylethoxy)camptothecin,C534422,Copper-Overload Cirrhosis,MESH:C566858,,CASP3,5.5
10-(2-pyrazolylethoxy)camptothecin,C534422,Cryptorchidism,MESH:D003456,,CASP3,4.96
10-(2-pyrazolylethoxy)camptothecin,C534422,"Dermatitis, Allergic Contact",MESH:D017449,,CASP8,4.35
10-(2-pyrazolylethoxy)camptothecin,C534422,"Dermatitis, Contact",MESH:D003877,,CASP8,4.58
10-(2-pyrazolylethoxy)camptothecin,C534422,"Diabetes Mellitus, Experimental",MESH:D003921,,CASP3,3.96
10-(2-pyrazolylethoxy)camptothecin,C534422,"Diabetes Mellitus, Type 2",MESH:D003924,,CASP3,9.94
10-(2-pyrazolylethoxy)camptothecin,C534422,"Diabetes Mellitus, Type 2",MESH:D003924,,CASP8,9.94
10-(2-pyrazolylethoxy)camptothecin,C534422,Diabetic Angiopathies,MESH:D003925,,CASP3,4.9
10-(2-pyrazolylethoxy)camptothecin,C534422,Diabetic Neuropathies,MESH:D003929,,CASP3,4.65
10-(2-pyrazolylethoxy)camptothecin,C534422,Diabetic Retinopathy,MESH:D003930,,CASP3,4.87
10-(2-pyrazolylethoxy)camptothecin,C534422,Edema,MESH:D004487,,CASP3,8.91
10-(2-pyrazolylethoxy)camptothecin,C534422,Edema,MESH:D004487,,CASP8,8.91
10-(2-pyrazolylethoxy)camptothecin,C534422,Esophageal Neoplasms,MESH:D004938,,CASP8,4.69
10-(2-pyrazolylethoxy)camptothecin,C534422,Heart Valve Diseases,MESH:D006349,,CASP3,4.73
10-(2-pyrazolylethoxy)camptothecin,C534422,"Hepatitis, Chronic",MESH:D006521,,CASP3,4.82
10-(2-pyrazolylethoxy)camptothecin,C534422,Lung Neoplasms,MESH:D008175,,CASP8,3.98
10-(2-pyrazolylethoxy)camptothecin,C534422,Melanoma,MESH:D008545,,CASP8,4.23
10-(2-pyrazolylethoxy)camptothecin,C534422,Mitochondrial Diseases,MESH:D028361,,CASP8,5.04
10-(2-pyrazolylethoxy)camptothecin,C534422,Mycoplasma Infections,MESH:D009175,,CASP3,5.59
10-(2-pyrazolylethoxy)camptothecin,C534422,Myocardial Infarction,MESH:D009203,,CASP3,3.63
10-(2-pyrazolylethoxy)camptothecin,C534422,Myocardial Reperfusion Injury,MESH:D015428,,CASP3,11.11
10-(2-pyrazolylethoxy)camptothecin,C534422,Myocardial Reperfusion Injury,MESH:D015428,,CASP8,11.11
10-(2-pyrazolylethoxy)camptothecin,C534422,Nerve Degeneration,MESH:D009410,,CASP3,3.59
10-(2-pyrazolylethoxy)camptothecin,C534422,Nervous System Diseases,MESH:D009422,,CASP3,3.79
10-(2-pyrazolylethoxy)camptothecin,C534422,Neurotoxicity Syndromes,MESH:D020258,,CASP3,3.88
10-(2-pyrazolylethoxy)camptothecin,C534422,Papillomavirus Infections,MESH:D030361,,CASP8,6.3
10-(2-pyrazolylethoxy)camptothecin,C534422,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,,CASP8,4.69
10-(2-pyrazolylethoxy)camptothecin,C534422,"Prostate cancer, familial",MESH:C537243,,CASP8,5.15
10-(2-pyrazolylethoxy)camptothecin,C534422,Reperfusion Injury,MESH:D015427,,CASP3,10.62
10-(2-pyrazolylethoxy)camptothecin,C534422,Reperfusion Injury,MESH:D015427,,CASP8,10.62
10-(2-pyrazolylethoxy)camptothecin,C534422,Retinal Detachment,MESH:D012163,,CASP3,5.3
10-(2-pyrazolylethoxy)camptothecin,C534422,Sepsis,MESH:D018805,,CASP3,4.23
10-(2-pyrazolylethoxy)camptothecin,C534422,Skin Neoplasms,MESH:D012878,,CASP8,4.47
10-(2-pyrazolylethoxy)camptothecin,C534422,Spinal Cord Injuries,MESH:D013119,,CASP3,4.68
10-(2-pyrazolylethoxy)camptothecin,C534422,Squamous Cell Carcinoma of Head and Neck,MESH:D000077195,,CASP8,5.03
10-(2-pyrazolylethoxy)camptothecin,C534422,Status Epilepticus,MESH:D013226,,CASP3,10.58
10-(2-pyrazolylethoxy)camptothecin,C534422,Status Epilepticus,MESH:D013226,,CASP8,10.58
10-(2-pyrazolylethoxy)camptothecin,C534422,Stomach Neoplasms,MESH:D013274,,CASP8,4.12
10-(2-pyrazolylethoxy)camptothecin,C534422,Subarachnoid Hemorrhage,MESH:D013345,,CASP3,4.64
10-(2-pyrazolylethoxy)camptothecin,C534422,Uterine Cervical Neoplasms,MESH:D002583,,CASP8,4.98
103D5R,C496879,Acute Kidney Injury,MESH:D058186,,VEGFA,3.27
103D5R,C496879,Adenocarcinoma,MESH:D000230,,AKT1,7.89
103D5R,C496879,Adenocarcinoma,MESH:D000230,,VEGFA,7.89
103D5R,C496879,Adenomatous Polyposis Coli,MESH:D011125,,AKT1,4.65
103D5R,C496879,Alzheimer Disease,MESH:D000544,,VEGFA,3.82
103D5R,C496879,Amphetamine-Related Disorders,MESH:D019969,,AKT1,3.93
103D5R,C496879,Anaplasia,MESH:D000708,,HIF1A,6.39
103D5R,C496879,"Aortic Valve, Calcification of",MESH:C562942,,AKT1,5.43
103D5R,C496879,"Arthritis, Experimental",MESH:D001169,,VEGFA,4.06
103D5R,C496879,"Arthritis, Juvenile",MESH:D001171,,MAPK1,3.79
103D5R,C496879,"Arthritis, Rheumatoid",MESH:D001172,,VEGFA,3.71
103D5R,C496879,Asthma,MESH:D001249,,VEGFA,3.7
103D5R,C496879,Astrocytoma,MESH:D001254,,HIF1A,4.81
103D5R,C496879,Ataxia,MESH:D001259,,SLC2A1,4.15
103D5R,C496879,Atherosclerosis,MESH:D050197,,VEGFA,3.76
103D5R,C496879,Atrophy,MESH:D001284,,MAPK3,3.77
103D5R,C496879,Autistic Disorder,MESH:D001321,,MAPK3,3.35
103D5R,C496879,Brain Injuries,MESH:D001930,,VEGFA,3.67
103D5R,C496879,Brain Ischemia,MESH:D002545,,HIF1A,14.21
103D5R,C496879,Brain Ischemia,MESH:D002545,,MAPK1,14.21
103D5R,C496879,Brain Ischemia,MESH:D002545,,MAPK3,14.21
103D5R,C496879,Brain Neoplasms,MESH:D001932,,VEGFA,4.28
103D5R,C496879,Breast Neoplasms,MESH:D001943,,AKT1,9.76
103D5R,C496879,Breast Neoplasms,MESH:D001943,,HIF1A,9.76
103D5R,C496879,Breast Neoplasms,MESH:D001943,,SLC2A1,9.76
103D5R,C496879,"Bronchitis, Chronic",MESH:D029481,,VEGFA,4.6
103D5R,C496879,Carcinogenesis,MESH:D063646,,AKT1,4.35
103D5R,C496879,Carcinoma,MESH:D002277,,HIF1A,3.89
103D5R,C496879,"Carcinoma, Ductal",MESH:D044584,,HIF1A,13.19
103D5R,C496879,"Carcinoma, Ductal",MESH:D044584,,SLC2A1,13.19
103D5R,C496879,"Carcinoma, Hepatocellular",MESH:D006528,,AKT1,6.52
103D5R,C496879,"Carcinoma, Hepatocellular",MESH:D006528,,SLC2A1,6.52
103D5R,C496879,"Carcinoma, Intraductal, Noninfiltrating",MESH:D002285,,HIF1A,15.1
103D5R,C496879,"Carcinoma, Intraductal, Noninfiltrating",MESH:D002285,,SLC2A1,15.1
103D5R,C496879,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,,HIF1A,8.42
103D5R,C496879,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,,VEGFA,8.42
103D5R,C496879,"Carcinoma, Pancreatic Ductal",MESH:D021441,,VEGFA,4.69
103D5R,C496879,"Carcinoma, Renal Cell",MESH:D002292,,SLC2A1,4.32
103D5R,C496879,"Carcinoma, Squamous Cell",MESH:D002294,,AKT1,19.59
103D5R,C496879,"Carcinoma, Squamous Cell",MESH:D002294,,MAPK1,19.59
103D5R,C496879,"Carcinoma, Squamous Cell",MESH:D002294,,MAPK3,19.59
103D5R,C496879,"Carcinoma, Squamous Cell",MESH:D002294,,VEGFA,19.59
103D5R,C496879,Cardiomegaly,MESH:D006332,,AKT1,7.84
103D5R,C496879,Cardiomegaly,MESH:D006332,,HIF1A,7.84
103D5R,C496879,Cardiomyopathies,MESH:D009202,,AKT1,12.38
103D5R,C496879,Cardiomyopathies,MESH:D009202,,MAPK1,12.38
103D5R,C496879,Cardiomyopathies,MESH:D009202,,MAPK3,12.38
103D5R,C496879,"Cell Transformation, Neoplastic",MESH:D002471,,HIF1A,17.96
103D5R,C496879,"Cell Transformation, Neoplastic",MESH:D002471,,MAPK8,17.96
103D5R,C496879,"Cell Transformation, Neoplastic",MESH:D002471,,SLC2A1,17.96
103D5R,C496879,"Cell Transformation, Neoplastic",MESH:D002471,,VEGFA,17.96
103D5R,C496879,Cerebral Hemorrhage,MESH:D002543,,VEGFA,4.04
103D5R,C496879,"Ceroid Lipofuscinosis, Neuronal, 6",MESH:C566627,,MAPK1,12.89
103D5R,C496879,"Ceroid Lipofuscinosis, Neuronal, 6",MESH:C566627,,MAPK3,12.89
103D5R,C496879,Chemical and Drug Induced Liver Injury,MESH:D056486,,VEGFA,2.82
103D5R,C496879,"Cholangitis, Sclerosing",MESH:D015209,,HIF1A,5.11
103D5R,C496879,"Cholestasis, Extrahepatic",MESH:D001651,,MAPK1,18.4
103D5R,C496879,"Cholestasis, Extrahepatic",MESH:D001651,,MAPK3,18.4
103D5R,C496879,"Cholestasis, Extrahepatic",MESH:D001651,,MAPK8,18.4
103D5R,C496879,"Choreoathetosis-Spasticity, Episodic",MESH:C563401,,SLC2A1,6.61
103D5R,C496879,Choroidal Neovascularization,MESH:D020256,,VEGFA,5.86
103D5R,C496879,Clear-cell metastatic renal cell carcinoma,MESH:C538445,,VEGFA,5.74
103D5R,C496879,Cocaine-Related Disorders,MESH:D019970,,MAPK1,7.16
103D5R,C496879,Cocaine-Related Disorders,MESH:D019970,,MAPK3,7.16
103D5R,C496879,Colonic Neoplasms,MESH:D003110,,SLC2A1,7.84
103D5R,C496879,Colonic Neoplasms,MESH:D003110,,VEGFA,7.84
103D5R,C496879,Colorectal Neoplasms,MESH:D015179,,AKT1,3.38
103D5R,C496879,Corneal Neovascularization,MESH:D016510,,VEGFA,5.74
103D5R,C496879,Coronary Artery Disease,MESH:D003324,,VEGFA,3.95
103D5R,C496879,Coronavirus Infections,MESH:D018352,,MAPK1,11.72
103D5R,C496879,Coronavirus Infections,MESH:D018352,,MAPK3,11.72
103D5R,C496879,COWDEN SYNDROME 6,OMIM:615109,,AKT1,6.4
103D5R,C496879,"Cryohydrocytosis, Stomatin-Deficient, with Mental Retardation, Seizures, Cataracts, and Massive Hepatosplenomegaly",MESH:C563840,,SLC2A1,6.95
103D5R,C496879,"Dermatitis, Atopic",MESH:D003876,,MAPK8,4.22
103D5R,C496879,"Dermatitis, Contact",MESH:D003877,,VEGFA,3.94
103D5R,C496879,Developmental Disabilities,MESH:D002658,,MAPK3,10.35
103D5R,C496879,Developmental Disabilities,MESH:D002658,,SLC2A1,10.35
103D5R,C496879,Diabetes Complications,MESH:D048909,,HIF1A,10.65
103D5R,C496879,Diabetes Complications,MESH:D048909,,VEGFA,10.65
103D5R,C496879,"Diabetes Mellitus, Experimental",MESH:D003921,,VEGFA,3.78
103D5R,C496879,"Diabetes Mellitus, Type 2",MESH:D003924,,AKT1,7.72
103D5R,C496879,"Diabetes Mellitus, Type 2",MESH:D003924,,SLC2A1,7.72
103D5R,C496879,Diabetic Nephropathies,MESH:D003928,,VEGFA,4.02
103D5R,C496879,Diabetic Retinopathy,MESH:D003930,,VEGFA,4.68
103D5R,C496879,"Disease Models, Animal",MESH:D004195,,AKT1,16.59
103D5R,C496879,"Disease Models, Animal",MESH:D004195,,MAPK1,16.59
103D5R,C496879,"Disease Models, Animal",MESH:D004195,,MAPK3,16.59
103D5R,C496879,"Disease Models, Animal",MESH:D004195,,MAPK8,16.59
103D5R,C496879,Disease Progression,MESH:D018450,,HIF1A,3.91
103D5R,C496879,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,,VEGFA,3.27
103D5R,C496879,Endometrial Neoplasms,MESH:D016889,,VEGFA,4.15
103D5R,C496879,Epilepsy,MESH:D004827,,AKT1,3.67
103D5R,C496879,"Epilepsy, Temporal Lobe",MESH:D004833,,VEGFA,4.63
103D5R,C496879,Erectile Dysfunction,MESH:D007172,,VEGFA,4.04
103D5R,C496879,Esophageal Squamous Cell Carcinoma,MESH:D000077277,,HIF1A,4.38
103D5R,C496879,Fatty Liver,MESH:D005234,,AKT1,3.34
103D5R,C496879,Fibrosis,MESH:D005355,,AKT1,3.49
103D5R,C496879,Glioblastoma,MESH:D005909,,HIF1A,9.1
103D5R,C496879,Glioblastoma,MESH:D005909,,VEGFA,9.1
103D5R,C496879,Gliosarcoma,MESH:D018316,,VEGFA,5.45
103D5R,C496879,Gliosis,MESH:D005911,,MAPK1,9.41
103D5R,C496879,Gliosis,MESH:D005911,,MAPK3,9.41
103D5R,C496879,Glut1 Deficiency Syndrome,MESH:C536830,,SLC2A1,6.95
103D5R,C496879,GLUT1 DEFICIENCY SYNDROME 2,OMIM:612126,,SLC2A1,6.95
103D5R,C496879,Head and Neck Neoplasms,MESH:D006258,,MAPK1,17.29
103D5R,C496879,Head and Neck Neoplasms,MESH:D006258,,MAPK3,17.29
103D5R,C496879,Head and Neck Neoplasms,MESH:D006258,,VEGFA,17.29
103D5R,C496879,"Heart Defects, Congenital",MESH:D006330,,HIF1A,9.19
103D5R,C496879,"Heart Defects, Congenital",MESH:D006330,,VEGFA,9.19
103D5R,C496879,Heart Diseases,MESH:D006331,,VEGFA,3.52
103D5R,C496879,Heart Failure,MESH:D006333,,HIF1A,7.07
103D5R,C496879,Heart Failure,MESH:D006333,,VEGFA,7.07
103D5R,C496879,Hemangioblastoma,MESH:D018325,,HIF1A,5.93
103D5R,C496879,Hemangiosarcoma,MESH:D006394,,VEGFA,4.57
103D5R,C496879,Hemorrhage,MESH:D006470,,VEGFA,3.59
103D5R,C496879,Hepatomegaly,MESH:D006529,,AKT1,3.24
103D5R,C496879,Hodgkin Disease,MESH:D006689,,MAPK1,4.02
103D5R,C496879,Hyperalgesia,MESH:D006930,,MAPK1,11.15
103D5R,C496879,Hyperalgesia,MESH:D006930,,MAPK3,11.15
103D5R,C496879,Hyperalgesia,MESH:D006930,,MAPK8,11.15
103D5R,C496879,Hyperplasia,MESH:D006965,,AKT1,7.86
103D5R,C496879,Hyperplasia,MESH:D006965,,HIF1A,7.86
103D5R,C496879,Hypertension,MESH:D006973,,HIF1A,3.28
103D5R,C496879,"Hypertension, Portal",MESH:D006975,,VEGFA,4.67
103D5R,C496879,"Hypertension, Pulmonary",MESH:D006976,,HIF1A,4.17
103D5R,C496879,Hypertriglyceridemia,MESH:D015228,,AKT1,3.94
103D5R,C496879,Hypertrophy,MESH:D006984,,MAPK1,8.86
103D5R,C496879,Hypertrophy,MESH:D006984,,MAPK3,8.86
103D5R,C496879,"Hypoxia-Ischemia, Brain",MESH:D020925,,HIF1A,12.73
103D5R,C496879,"Hypoxia-Ischemia, Brain",MESH:D020925,,VEGFA,12.73
103D5R,C496879,Idiopathic Pulmonary Fibrosis,MESH:D054990,,HIF1A,5.09
103D5R,C496879,"Infertility, Female",MESH:D007247,,MAPK1,9.44
103D5R,C496879,"Infertility, Female",MESH:D007247,,MAPK3,9.44
103D5R,C496879,Inflammation,MESH:D007249,,AKT1,6.27
103D5R,C496879,Inflammation,MESH:D007249,,VEGFA,6.27
103D5R,C496879,Intellectual Disability,MESH:D008607,,SLC2A1,4.41
103D5R,C496879,Kidney Neoplasms,MESH:D007680,,MAPK1,8.84
103D5R,C496879,Kidney Neoplasms,MESH:D007680,,MAPK3,8.84
103D5R,C496879,Learning Disabilities,MESH:D007859,,VEGFA,3.67
103D5R,C496879,"Leukemia, Myeloid",MESH:D007951,,VEGFA,4.58
103D5R,C496879,"Leukemia, Promyelocytic, Acute",MESH:D015473,,AKT1,4.06
103D5R,C496879,Liver Cirrhosis,MESH:D008103,,HIF1A,7.74
103D5R,C496879,Liver Cirrhosis,MESH:D008103,,VEGFA,7.74
103D5R,C496879,"Liver Cirrhosis, Biliary",MESH:D008105,,HIF1A,4.58
103D5R,C496879,"Liver Cirrhosis, Experimental",MESH:D008106,,VEGFA,3.13
103D5R,C496879,Liver Failure,MESH:D017093,,VEGFA,4.22
103D5R,C496879,"Liver Failure, Acute",MESH:D017114,,MAPK8,3.98
103D5R,C496879,Liver Neoplasms,MESH:D008113,,SLC2A1,3.85
103D5R,C496879,"Liver Neoplasms, Experimental",MESH:D008114,,MAPK1,7.3
