ChemicalName,ChemicalID,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,FADD,8772,protein,Homo sapiens,9606.0,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [FADD protein binds to CASP8 protein]"
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,FAS,355,protein,Homo sapiens,9606.0,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [FAS protein binds to FASLG protein]"
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,FASLG,356,protein,Homo sapiens,9606.0,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [FAS protein binds to FASLG protein]"
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,PARP1,142,protein,Homo sapiens,9606.0,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one results in increased cleavage of PARP1 protein"
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,XIAP,331,protein,Homo sapiens,9606.0,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [XIAP protein binds to CASP3 protein]"
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,XIAP,331,protein,Homo sapiens,9606.0,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [XIAP protein binds to CASP9 protein]"
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,XIAP,331,protein,Homo sapiens,9606.0,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one promotes the reaction [XIAP protein binds to DIABLO protein]"
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,XIAP,331,protein,Homo sapiens,9606.0,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one results in decreased expression of XIAP protein"
"10-methoxy-5-(2-propenyl)-2,5-dihydro-2,2,4-trimethyl-1H-(1)benzopyrano(3,4-f)quinoline",C476829,,NR3C1,2908,protein,,,"10-methoxy-5-(2-propenyl)-2,5-dihydro-2,2,4-trimethyl-1H-(1)benzopyrano(3,4-f)quinoline analog binds to and affects the activity of NR3C1 protein"
"10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-(1,4)diazepino(5',6'-4,5)thieno(3,2-f)quinolin-8-one",C549914,,CXCL8,3576,protein,Homo sapiens,9606.0,"10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-(1,4)diazepino(5',6'-4,5)thieno(3,2-f)quinolin-8-one inhibits the reaction [Lipopolysaccharides results in increased expression of CXCL8 protein]"
"10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-(1,4)diazepino(5',6'-4,5)thieno(3,2-f)quinolin-8-one",C549914,,IL1B,3553,protein,Homo sapiens,9606.0,"10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-(1,4)diazepino(5',6'-4,5)thieno(3,2-f)quinolin-8-one inhibits the reaction [Lipopolysaccharides results in increased expression of IL1B protein]"
"10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-(1,4)diazepino(5',6'-4,5)thieno(3,2-f)quinolin-8-one",C549914,,MAPK14,1432,protein,Homo sapiens,9606.0,"10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-(1,4)diazepino(5',6'-4,5)thieno(3,2-f)quinolin-8-one results in decreased activity of MAPK14 protein"
"10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-(1,4)diazepino(5',6'-4,5)thieno(3,2-f)quinolin-8-one",C549914,,TNF,7124,protein,Homo sapiens,9606.0,"10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-(1,4)diazepino(5',6'-4,5)thieno(3,2-f)quinolin-8-one inhibits the reaction [Lipopolysaccharides results in increased expression of TNF protein]"
10-nitro-oleic acid,C521487,,ABCC1,4363,protein,Homo sapiens,9606.0,ABCC1 protein results in increased export of 10-nitro-oleic acid metabolite
10-nitro-oleic acid,C521487,,ABCC1,4363,protein,Homo sapiens,9606.0,[Glutathione binds to 10-nitro-oleic acid] promotes the reaction [ABCC1 protein results in increased export of 10-nitro-oleic acid metabolite]
10-nitro-oleic acid,C521487,,ABCC1,4363,protein,Homo sapiens,9606.0,[Probenecid results in decreased activity of ABCC1 protein] which results in decreased export of 10-nitro-oleic acid metabolite
10-nitro-oleic acid,C521487,,AKT1,207,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid results in decreased expression of AKT1 mRNA
10-nitro-oleic acid,C521487,,AKT1,207,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased activity of AKT1 protein
10-nitro-oleic acid,C521487,,ALDH3A1,218,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid results in decreased expression of ALDH3A1 mRNA
10-nitro-oleic acid,C521487,,BCL2L1,598,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid results in decreased expression of BCL2L1 mRNA
10-nitro-oleic acid,C521487,,CASP8,841,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased cleavage of CASP8 protein
10-nitro-oleic acid,C521487,,CASP9,842,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased cleavage of CASP9 protein
10-nitro-oleic acid,C521487,,CAV1,857,protein,Mus musculus,10090.0,10-nitro-oleic acid results in increased expression of CAV1 protein
10-nitro-oleic acid,C521487,,CCND1,595,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid results in decreased expression of CCND1 mRNA
10-nitro-oleic acid,C521487,,CCND1,595,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in decreased expression of CCND1 protein
10-nitro-oleic acid,C521487,,CCND1,595,protein,Homo sapiens,9606.0,Probenecid promotes the reaction [10-nitro-oleic acid results in decreased expression of CCND1 protein]
10-nitro-oleic acid,C521487,,CDKN1A,1026,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid results in increased expression of CDKN1A mRNA
10-nitro-oleic acid,C521487,,CDKN1A,1026,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased expression of CDKN1A protein
10-nitro-oleic acid,C521487,,CDKN1A,1026,protein,Homo sapiens,9606.0,Probenecid promotes the reaction [10-nitro-oleic acid results in increased expression of CDKN1A protein]
10-nitro-oleic acid,C521487,,CHUK,1147,protein,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [TNF protein results in increased expression of CHUK protein modified form]
10-nitro-oleic acid,C521487,,EGFR,1956,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid results in decreased expression of EGFR mRNA
10-nitro-oleic acid,C521487,,GSTA3,2940,mRNA,Mus musculus,10090.0,10-nitro-oleic acid results in increased expression of GSTA3 mRNA
10-nitro-oleic acid,C521487,,GSTA4,2941,mRNA,Mus musculus,10090.0,10-nitro-oleic acid results in increased expression of GSTA4 mRNA
10-nitro-oleic acid,C521487,,HMOX1,3162,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid results in increased expression of HMOX1 mRNA
10-nitro-oleic acid,C521487,,HMOX1,3162,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased expression of HMOX1 protein
10-nitro-oleic acid,C521487,,HMOX1,3162,protein,Homo sapiens,9606.0,pyrazolanthrone inhibits the reaction [10-nitro-oleic acid results in increased expression of HMOX1 protein]
10-nitro-oleic acid,C521487,,HMOX1,3162,protein,Homo sapiens,9606.0,SB 203580 inhibits the reaction [10-nitro-oleic acid results in increased expression of HMOX1 protein]
10-nitro-oleic acid,C521487,,HMOX1,3162,protein,Homo sapiens,9606.0,Wortmannin inhibits the reaction [10-nitro-oleic acid results in increased expression of HMOX1 protein]
10-nitro-oleic acid,C521487,,HMOX1,3162,mRNA,Mus musculus,10090.0,10-nitro-oleic acid results in increased expression of HMOX1 mRNA
10-nitro-oleic acid,C521487,,HMOX1,3162,protein,Mus musculus,10090.0,10-nitro-oleic acid results in increased expression of HMOX1 protein
10-nitro-oleic acid,C521487,,HMOX1,3162,protein,Mus musculus,10090.0,methyl-beta-cyclodextrin inhibits the reaction [10-nitro-oleic acid results in increased expression of HMOX1 protein]
10-nitro-oleic acid,C521487,,HMOX1,3162,mRNA,Mus musculus,10090.0,pyrazolanthrone inhibits the reaction [10-nitro-oleic acid results in increased expression of HMOX1 mRNA]
10-nitro-oleic acid,C521487,,HMOX1,3162,protein,Mus musculus,10090.0,pyrazolanthrone inhibits the reaction [10-nitro-oleic acid results in increased expression of HMOX1 protein]
10-nitro-oleic acid,C521487,,HMOX1,3162,mRNA,Mus musculus,10090.0,SB 203580 inhibits the reaction [10-nitro-oleic acid results in increased expression of HMOX1 mRNA]
10-nitro-oleic acid,C521487,,HMOX1,3162,protein,Mus musculus,10090.0,SB 203580 inhibits the reaction [10-nitro-oleic acid results in increased expression of HMOX1 protein]
10-nitro-oleic acid,C521487,,HOX1,373356,protein,Homo sapiens,9606.0,10-nitro-oleic acid analog results in increased expression of HOX1 protein
10-nitro-oleic acid,C521487,,HOX1,373356,protein,Homo sapiens,9606.0,PTGR1 protein inhibits the reaction [10-nitro-oleic acid analog results in increased expression of HOX1 protein]
10-nitro-oleic acid,C521487,,HOX1,373356,protein,Rattus norvegicus,10116.0,PTGR1 protein inhibits the reaction [10-nitro-oleic acid analog results in increased expression of HOX1 protein]
10-nitro-oleic acid,C521487,,HSPB1,3315,mRNA,Mus musculus,10090.0,10-nitro-oleic acid results in increased expression of HSPB1 mRNA
10-nitro-oleic acid,C521487,,HSPB1,3315,protein,Mus musculus,10090.0,10-nitro-oleic acid results in increased expression of HSPB1 protein
10-nitro-oleic acid,C521487,,HSPB1,3315,protein,Mus musculus,10090.0,methyl-beta-cyclodextrin inhibits the reaction [10-nitro-oleic acid results in increased expression of HSPB1 protein]
10-nitro-oleic acid,C521487,,HSPB1,3315,mRNA,Mus musculus,10090.0,pyrazolanthrone inhibits the reaction [10-nitro-oleic acid results in increased expression of HSPB1 mRNA]
10-nitro-oleic acid,C521487,,HSPB1,3315,protein,Mus musculus,10090.0,pyrazolanthrone inhibits the reaction [10-nitro-oleic acid results in increased expression of HSPB1 protein]
10-nitro-oleic acid,C521487,,ICAM1,3383,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [TNF protein results in increased expression of ICAM1 mRNA]
10-nitro-oleic acid,C521487,,ICAM1,3383,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid results in decreased expression of ICAM1 mRNA
10-nitro-oleic acid,C521487,,IKBKB,3551,protein,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [TNF protein results in increased phosphorylation of IKBKB protein]
10-nitro-oleic acid,C521487,,IKBKB,3551,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased alkylation of IKBKB protein
10-nitro-oleic acid,C521487,,MAPK1,5594,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased activity of and results in increased phosphorylation of MAPK1 protein
10-nitro-oleic acid,C521487,,MAPK3,5595,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased activity of and results in increased phosphorylation of MAPK3 protein
10-nitro-oleic acid,C521487,,MMP7,4316,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased activity of MMP7 protein
10-nitro-oleic acid,C521487,,MMP9,4318,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [Tetradecanoylphorbol Acetate results in increased expression of MMP9 mRNA]
10-nitro-oleic acid,C521487,,MMP9,4318,protein,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [Tetradecanoylphorbol Acetate results in increased secretion of MMP9 protein]
10-nitro-oleic acid,C521487,,MMP9,4318,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased activity of MMP9 protein
10-nitro-oleic acid,C521487,,MMP9,4318,protein,Homo sapiens,9606.0,2-chloro-5-nitrobenzanilide inhibits the reaction [10-nitro-oleic acid inhibits the reaction [Tetradecanoylphorbol Acetate results in increased secretion of MMP9 protein]]
10-nitro-oleic acid,C521487,,MMP9,4318,protein,Mus musculus,10090.0,10-nitro-oleic acid results in decreased expression of MMP9 protein
10-nitro-oleic acid,C521487,,NFKBIA,4792,protein,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [TNF protein results in increased phosphorylation of and results in increased degradation of NFKBIA protein]
10-nitro-oleic acid,C521487,,PARP1,142,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased cleavage of PARP1 protein
10-nitro-oleic acid,C521487,,PARP1,142,protein,Homo sapiens,9606.0,Probenecid promotes the reaction [10-nitro-oleic acid results in increased cleavage of PARP1 protein]
10-nitro-oleic acid,C521487,,PLAU,5328,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [TNF protein results in increased expression of PLAU mRNA]
10-nitro-oleic acid,C521487,,PLAU,5328,mRNA,Homo sapiens,9606.0,10-nitro-oleic acid results in decreased expression of PLAU mRNA
10-nitro-oleic acid,C521487,,PTGR1,22949,protein,Homo sapiens,9606.0,PTGR1 protein inhibits the reaction [10-nitro-oleic acid analog results in increased expression of HOX1 protein]
10-nitro-oleic acid,C521487,,PTGR1,22949,protein,Homo sapiens,9606.0,PTGR1 protein results in increased reduction of 10-nitro-oleic acid analog
10-nitro-oleic acid,C521487,,PTGR1,22949,protein,Rattus norvegicus,10116.0,15-ketoprostaglandin E2 inhibits the reaction [PTGR1 protein results in increased reduction of 10-nitro-oleic acid analog]
10-nitro-oleic acid,C521487,,PTGR1,22949,protein,Rattus norvegicus,10116.0,Dithionitrobenzoic Acid inhibits the reaction [PTGR1 protein results in increased reduction of 10-nitro-oleic acid analog]
10-nitro-oleic acid,C521487,,PTGR1,22949,protein,Rattus norvegicus,10116.0,Indomethacin inhibits the reaction [PTGR1 protein results in increased reduction of 10-nitro-oleic acid analog]
10-nitro-oleic acid,C521487,,PTGR1,22949,protein,Rattus norvegicus,10116.0,PTGR1 protein inhibits the reaction [10-nitro-oleic acid analog results in increased expression of HOX1 protein]
10-nitro-oleic acid,C521487,,PTGR1,22949,protein,Rattus norvegicus,10116.0,PTGR1 protein results in increased reduction of 10-nitro-oleic acid analog
10-nitro-oleic acid,C521487,,PTGS2,5743,mRNA,Mus musculus,10090.0,10-nitro-oleic acid results in increased expression of PTGS2 mRNA
10-nitro-oleic acid,C521487,,PTGS2,5743,protein,Mus musculus,10090.0,10-nitro-oleic acid results in increased expression of PTGS2 protein
10-nitro-oleic acid,C521487,,RELA,5970,protein,Homo sapiens,9606.0,10-nitro-oleic acid results in increased alkylation of and affects the ubiquitination of and results in increased degradation of RELA protein
10-nitro-oleic acid,C521487,,TNF,7124,protein,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [TNF protein results in increased expression of CHUK protein modified form]
10-nitro-oleic acid,C521487,,TNF,7124,protein,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [TNF protein results in increased expression of ICAM1 mRNA]
10-nitro-oleic acid,C521487,,TNF,7124,protein,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [TNF protein results in increased expression of PLAU mRNA]
10-nitro-oleic acid,C521487,,TNF,7124,protein,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [TNF protein results in increased phosphorylation of and results in increased degradation of NFKBIA protein]
10-nitro-oleic acid,C521487,,TNF,7124,protein,Homo sapiens,9606.0,10-nitro-oleic acid inhibits the reaction [TNF protein results in increased phosphorylation of IKBKB protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,AKT1,207,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased phosphorylation of AKT1 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,AKT1,207,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in decreased expression of and results in decreased phosphorylation of AKT1 protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,CASP3,836,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in increased cleavage of and results in increased activity of CASP3 protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,CASP7,840,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in increased cleavage of CASP7 protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,CASP8,841,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in increased cleavage of CASP8 protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,CASP9,842,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in increased cleavage of CASP9 protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,CLIC1,1192,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in decreased expression of CLIC1 protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,CLPP,8192,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in decreased expression of CLPP protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,CSF2,1437,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased expression of LAT2 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,CSF2,1437,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased phosphorylation of AKT1 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,CSF2,1437,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased phosphorylation of RPS6 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,FLT3LG,2323,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased expression of LAT2 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,FLT3LG,2323,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased phosphorylation of AKT1 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,FLT3LG,2323,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased phosphorylation of RPS6 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,IL3,3562,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased expression of LAT2 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,IL3,3562,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased phosphorylation of AKT1 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,IL3,3562,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased phosphorylation of RPS6 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,KITLG,4254,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased expression of LAT2 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,KITLG,4254,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased phosphorylation of AKT1 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,KITLG,4254,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased phosphorylation of RPS6 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,LAT2,7462,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased expression of LAT2 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,LAT2,7462,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in decreased expression of LAT2 protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,LAT2,7462,protein,Homo sapiens,9606.0,benzyloxycarbonylleucyl-leucyl-leucine aldehyde inhibits the reaction [10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in decreased expression of LAT2 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,LAT2,7462,protein,Homo sapiens,9606.0,ixazomib inhibits the reaction [10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in decreased expression of LAT2 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,LAT2,7462,protein,Homo sapiens,9606.0,LAT2 protein results in decreased susceptibility to 10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,LAT2,7462,protein,Homo sapiens,9606.0,methyl-beta-cyclodextrin promotes the reaction [10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in decreased expression of LAT2 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,PARP1,142,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in increased cleavage of PARP1 protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,PTEN,5728,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in decreased phosphorylation of PTEN protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,RPL23,9349,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in decreased expression of RPL23 protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,RPL38,6169,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in decreased expression of RPL38 protein
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,RPS6,6194,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate inhibits the reaction [[IL3 protein co-treated with CSF2 protein co-treated with FLT3LG protein co-treated with KITLG protein] results in increased phosphorylation of RPS6 protein]
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,C552819,,SF3A1,10291,protein,Homo sapiens,9606.0,10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate results in decreased expression of SF3A1 protein
10-propargyl-10-deazaaminopterin,C418863,,CASP3,836,protein,Mus musculus,10090.0,[10-propargyl-10-deazaaminopterin co-treated with Gemcitabine] results in increased activity of CASP3 protein
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,BAD,572,mRNA,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of BAD mRNA"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,CASP14,23581,mRNA,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of CASP14 mRNA"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,CASP3,836,protein,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased activity of CASP3 protein"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,CASP3,836,protein,Homo sapiens,9606.0,"Acetylcysteine inhibits the reaction [10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased activity of CASP3 protein]"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,CASP9,842,protein,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased activity of CASP9 protein"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,CASP9,842,protein,Homo sapiens,9606.0,"Acetylcysteine inhibits the reaction [10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased activity of CASP9 protein]"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,COX6A1,1337,mRNA,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of COX6A1 mRNA"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,DDIT3,1649,mRNA,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of DDIT3 mRNA"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,GADD45A,1647,mRNA,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of GADD45A mRNA"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,GADD45G,10912,mRNA,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of GADD45G mRNA"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,H2AX,3014,protein,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of H2AX protein"
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,MADD,8567,mRNA,Homo sapiens,9606.0,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone results in increased expression of MADD mRNA"
