ChemicalName,ChemicalID,PhenotypeName,PhenotypeID,CoMentionedTerms,Organism,OrganismID,Interaction,InteractionActionsAnatomyTerms,InferenceGeneSymbols
"1,10-phenanthroline",C025205,66-71-7,apoptotic process,GO:0006915,Hydrogen Peroxide^D006861^MESH|Nitroprusside^D009599^MESH,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [Hydrogen Peroxide promotes the reaction [Nitroprusside results in increased apoptotic process]]",decreases^reaction|increases^phenotype|increases^reaction
"1,10-phenanthroline",C025205,66-71-7,apoptotic process,GO:0006915,Tetrachlorodibenzodioxin^D013749^MESH,Homo sapiens,9606.0,"1,10-phenanthroline inhibits the reaction [Tetrachlorodibenzodioxin results in decreased apoptotic process]",decreases^phenotype|decreases^reaction
"1,10-phenanthroline",C025205,66-71-7,apoptotic process,GO:0006915,MBTPS2^51360^GENE,Homo sapiens,9606.0,"[1,10-phenanthroline results in decreased activity of MBTPS2 protein] which results in increased apoptotic process",decreases^activity|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,apoptotic process,GO:0006915,Antimycin A^D000968^MESH,Rattus norvegicus,10116.0,"1,10-phenanthroline affects the reaction [Antimycin A results in increased apoptotic process]",affects^reaction|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,apoptotic process,GO:0006915,Iron Compounds^D058085^MESH,Rattus norvegicus,10116.0,"1,10-phenanthroline inhibits the reaction [Iron Compounds results in increased apoptotic process]",decreases^reaction|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,ATP biosynthetic process,GO:0006754,,Homo sapiens,9606.0,"1,10-phenanthroline analog affects ATP biosynthetic process",affects^phenotype
"1,10-phenanthroline",C025205,66-71-7,cell population proliferation,GO:0008283,,Mus musculus,10090.0,"1,10-phenanthroline results in decreased cell population proliferation",decreases^phenotype
"1,10-phenanthroline",C025205,66-71-7,cellular metabolic process,GO:0044237,"9,10-phenanthrenequinone^C005399^MESH",Homo sapiens,9606.0,"1,10-phenanthroline affects the reaction [9,10-phenanthrenequinone affects cellular metabolic process]",affects^phenotype|affects^reaction
"1,10-phenanthroline",C025205,66-71-7,hydrogen peroxide catabolic process,GO:0042744,Copper^D003300^MESH|imidazole^C029899^MESH|phthalic acid^C032279^MESH,,,"[[Copper binds to phthalic acid binds to 1,10-phenanthroline] which co-treated with imidazole] results in increased hydrogen peroxide catabolic process",affects^binding|affects^cotreatment|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,hydrogen peroxide catabolic process,GO:0042744,Manganese^D008345^MESH|phthalic acid^C032279^MESH,,,"[Manganese binds to phthalic acid binds to 1,10-phenanthroline] which results in increased hydrogen peroxide catabolic process",affects^binding|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,lipid oxidation,GO:0034440,ammonium ferrous sulfate^C038178^MESH|Edetic Acid^D004492^MESH|Enzymes and Coenzymes^D045762^MESH|Flavin Mononucleotide^D005486^MESH|NADP^D009249^MESH|Sodium Chloride^D012965^MESH,Rattus norvegicus,10116.0,"1,10-phenanthroline promotes the reaction [[Flavin Mononucleotide co-treated with Sodium Chloride co-treated with Edetic Acid co-treated with ammonium ferrous sulfate co-treated with NADP metabolite co-treated with Enzymes and Coenzymes] results in increased lipid oxidation]",affects^cotreatment|increases^phenotype|increases^reaction
"1,10-phenanthroline",C025205,66-71-7,lipid oxidation,GO:0034440,ammonium ferrous sulfate^C038178^MESH|Edetic Acid^D004492^MESH|Enzymes and Coenzymes^D045762^MESH|Flavin Mononucleotide^D005486^MESH|Malondialdehyde^D008315^MESH|NADP^D009249^MESH|Sodium Chloride^D012965^MESH,Rattus norvegicus,10116.0,"1,10-phenanthroline promotes the reaction [[[Flavin Mononucleotide co-treated with Sodium Chloride co-treated with Edetic Acid co-treated with ammonium ferrous sulfate co-treated with NADP metabolite co-treated with Enzymes and Coenzymes] results in increased lipid oxidation] which results in increased abundance of Malondialdehyde]",affects^cotreatment|increases^abundance|increases^phenotype|increases^reaction
"1,10-phenanthroline",C025205,66-71-7,membrane lipid catabolic process,GO:0046466,"Asbestos, Serpentine^D017632^MESH",Rattus norvegicus,10116.0,"1,10-phenanthroline inhibits the reaction [Asbestos, Serpentine results in increased membrane lipid catabolic process]",decreases^reaction|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,positive regulation of cell death,GO:0010942,,Homo sapiens,9606.0,"1,10-phenanthroline results in increased positive regulation of cell death",increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,positive regulation of cell death,GO:0010942,,Homo sapiens,9606.0,"1,10-phenanthroline results in increased positive regulation of cell death",increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,positive regulation of cell death,GO:0010942,,Homo sapiens,9606.0,"1,10-phenanthroline results in increased positive regulation of cell death",increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,positive regulation of cell death,GO:0010942,,Homo sapiens,9606.0,"1,10-phenanthroline results in increased positive regulation of cell death",increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,positive regulation of cell death,GO:0010942,Copper^D003300^MESH|phthalic acid^C032279^MESH,Homo sapiens,9606.0,"[Copper binds to phthalic acid binds to 1,10-phenanthroline] which results in increased positive regulation of cell death",affects^binding|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,positive regulation of cell death,GO:0010942,Copper^D003300^MESH|phthalic acid^C032279^MESH,Homo sapiens,9606.0,"[Copper binds to phthalic acid binds to 1,10-phenanthroline] which results in increased positive regulation of cell death",affects^binding|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,positive regulation of cell death,GO:0010942,Copper^D003300^MESH|phthalic acid^C032279^MESH,Homo sapiens,9606.0,"[Copper binds to phthalic acid binds to 1,10-phenanthroline] which results in increased positive regulation of cell death",affects^binding|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,positive regulation of cell death,GO:0010942,Copper^D003300^MESH|phthalic acid^C032279^MESH,Homo sapiens,9606.0,"[Copper binds to phthalic acid binds to 1,10-phenanthroline] which results in increased positive regulation of cell death",affects^binding|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,positive regulation of reactive oxygen species biosynthetic process,GO:1903428,,Homo sapiens,9606.0,"1,10-phenanthroline results in increased positive regulation of reactive oxygen species biosynthetic process",increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,positive regulation of reactive oxygen species biosynthetic process,GO:1903428,Copper^D003300^MESH|phthalic acid^C032279^MESH,Homo sapiens,9606.0,"[Copper binds to phthalic acid binds to 1,10-phenanthroline] which results in increased positive regulation of reactive oxygen species biosynthetic process",affects^binding|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,positive regulation of retinoic acid receptor signaling pathway,GO:0048386,,Mus musculus,10090.0,"1,10-phenanthroline results in increased positive regulation of retinoic acid receptor signaling pathway",increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,removal of superoxide radicals,GO:0019430,Copper^D003300^MESH|phthalic acid^C032279^MESH,,,"[Copper binds to phthalic acid binds to 1,10-phenanthroline] which results in increased removal of superoxide radicals",affects^binding|increases^phenotype
"1,10-phenanthroline",C025205,66-71-7,removal of superoxide radicals,GO:0019430,Copper^D003300^MESH|Hydrogen Peroxide^D006861^MESH|phthalic acid^C032279^MESH,,,"[[Copper binds to phthalic acid binds to 1,10-phenanthroline] which results in increased removal of superoxide radicals] which results in increased chemical synthesis of Hydrogen Peroxide",affects^binding|increases^chemical synthesis|increases^phenotype
"1,1,1,2,2-pentafluoro-7-phenylheptan-3-one",C533806,,cellular metabolic process,GO:0044237,APP^351^GENE|Orlistat^D000077403^MESH,Homo sapiens,9606.0,"[1,1,1,2,2-pentafluoro-7-phenylheptan-3-one co-treated with Orlistat] inhibits the reaction [APP protein modified form results in decreased cellular metabolic process]",affects^cotreatment|decreases^phenotype|decreases^reaction
"1,1,1,2,2-pentafluoro-7-phenylheptan-3-one",C533806,,cellular metabolic process,GO:0044237,APP^351^GENE,Homo sapiens,9606.0,"1,1,1,2,2-pentafluoro-7-phenylheptan-3-one inhibits the reaction [APP protein modified form results in decreased cellular metabolic process]",decreases^phenotype|decreases^reaction
"11,12-dihydroxyeicosatetraenoic acid",C053873,122087-32-5,arachidonic acid metabolic process,GO:0019369,"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid^D019377^MESH",Homo sapiens,9606.0,"[12-Hydroxy-5,8,10,14-eicosatetraenoic Acid affects arachidonic acid metabolic process] which results in increased chemical synthesis of 11,12-dihydroxyeicosatetraenoic acid",affects^phenotype|increases^chemical synthesis
"11,12-dihydroxyeicosatetraenoic acid",C053873,122087-32-5,arachidonic acid metabolic process,GO:0019369,"5-hydroxy-6,8,11,14-eicosatetraenoic acid^C022022^MESH",Homo sapiens,9606.0,"[5-hydroxy-6,8,11,14-eicosatetraenoic acid affects arachidonic acid metabolic process] which results in increased chemical synthesis of 11,12-dihydroxyeicosatetraenoic acid",affects^phenotype|increases^chemical synthesis
"11,12-dihydroxyeicosatrienoic acid",C410128,,epoxide metabolic process,GO:0097176,EPHX1^2052^GENE|EPHX2^2053^GENE,Mus musculus,10090.0,"EPHX1 gene mutant form promotes the reaction [[EPHX2 gene mutant form results in decreased epoxide metabolic process] which results in decreased chemical synthesis of 11,12-dihydroxyeicosatrienoic acid]",decreases^chemical synthesis|decreases^phenotype|increases^reaction
"11,12-dihydroxyeicosatrienoic acid",C410128,,epoxide metabolic process,GO:0097176,EPHX2^2053^GENE,Mus musculus,10090.0,"[EPHX2 gene mutant form results in decreased epoxide metabolic process] which results in decreased chemical synthesis of 11,12-dihydroxyeicosatrienoic acid",decreases^chemical synthesis|decreases^phenotype
"11,12-dihydroxyeicosatrienoic acid",C410128,,fatty acid metabolic process,GO:0006631,Heroin^D003932^MESH,Mus musculus,10090.0,"[Heroin affects fatty acid metabolic process] which results in increased abundance of 11,12-dihydroxyeicosatrienoic acid",affects^phenotype|increases^abundance
"11,12-dihydroxyeicosatrienoic acid",C410128,,oxylipin metabolic process,GO:0031407,Docosahexaenoic Acids^D004281^MESH,Mus musculus,10090.0,"[Docosahexaenoic Acids affects oxylipin metabolic process] which results in decreased abundance of 11,12-dihydroxyeicosatrienoic acid",affects^phenotype|decreases^abundance
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,activation of protein kinase B activity,GO:0032148,,Mus musculus,10090.0,"11,12-epoxy-5,8,14-eicosatrienoic acid results in increased activation of protein kinase B activity",increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,arachidonic acid metabolic process,GO:0019369,"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid^D019377^MESH",Homo sapiens,9606.0,"[12-Hydroxy-5,8,10,14-eicosatetraenoic Acid affects arachidonic acid metabolic process] which results in decreased chemical synthesis of 11,12-epoxy-5,8,14-eicosatrienoic acid",affects^phenotype|decreases^chemical synthesis
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,endothelial tube morphogenesis,GO:0061154,Ketoconazole^D007654^MESH|VEGFA^7422^GENE,Mus musculus,10090.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Ketoconazole inhibits the reaction [VEGFA protein results in increased endothelial tube morphogenesis]]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,endothelial tube morphogenesis,GO:0061154,,Mus musculus,10090.0,"11,12-epoxy-5,8,14-eicosatrienoic acid results in increased endothelial tube morphogenesis",increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,icosanoid metabolic process,GO:0006690,sodium arsenite^C017947^MESH,Azumapecten farreri,106299.0,"[sodium arsenite affects icosanoid metabolic process] which results in increased abundance of 11,12-epoxy-5,8,14-eicosatrienoic acid",affects^phenotype|increases^abundance
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial ATP synthesis coupled electron transport,GO:1905447,Amiodarone^D000638^MESH,Rattus norvegicus,10116.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Amiodarone results in increased negative regulation of mitochondrial ATP synthesis coupled electron transport]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial ATP synthesis coupled electron transport,GO:1905447,desethylamiodarone^C036116^MESH,Rattus norvegicus,10116.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [desethylamiodarone results in increased negative regulation of mitochondrial ATP synthesis coupled electron transport]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial ATP synthesis coupled electron transport,GO:1905447,Dronedarone^D000077764^MESH,Rattus norvegicus,10116.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Dronedarone results in increased negative regulation of mitochondrial ATP synthesis coupled electron transport]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial ATP synthesis coupled electron transport,GO:1905447,N-desbutyldronedarone^C000609888^MESH,Rattus norvegicus,10116.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [N-desbutyldronedarone results in increased negative regulation of mitochondrial ATP synthesis coupled electron transport]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial membrane potential,GO:0010917,Amiodarone^D000638^MESH,Rattus norvegicus,10116.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Amiodarone results in increased negative regulation of mitochondrial membrane potential]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial membrane potential,GO:0010917,desethylamiodarone^C036116^MESH,Rattus norvegicus,10116.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [desethylamiodarone results in increased negative regulation of mitochondrial membrane potential]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial membrane potential,GO:0010917,Dronedarone^D000077764^MESH,Rattus norvegicus,10116.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Dronedarone results in increased negative regulation of mitochondrial membrane potential]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial membrane potential,GO:0010917,N-desbutyldronedarone^C000609888^MESH,Rattus norvegicus,10116.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [N-desbutyldronedarone results in increased negative regulation of mitochondrial membrane potential]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial membrane potential,GO:0010917,5-hydroxydecanoic acid^C052853^MESH|Amiodarone^D000638^MESH,Rattus norvegicus,10116.0,"5-hydroxydecanoic acid inhibits the reaction [11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Amiodarone results in increased negative regulation of mitochondrial membrane potential]]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial membrane potential,GO:0010917,5-hydroxydecanoic acid^C052853^MESH|desethylamiodarone^C036116^MESH,Rattus norvegicus,10116.0,"5-hydroxydecanoic acid inhibits the reaction [11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [desethylamiodarone results in increased negative regulation of mitochondrial membrane potential]]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial membrane potential,GO:0010917,5-hydroxydecanoic acid^C052853^MESH|Dronedarone^D000077764^MESH,Rattus norvegicus,10116.0,"5-hydroxydecanoic acid inhibits the reaction [11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Dronedarone results in increased negative regulation of mitochondrial membrane potential]]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of mitochondrial membrane potential,GO:0010917,5-hydroxydecanoic acid^C052853^MESH|N-desbutyldronedarone^C000609888^MESH,Rattus norvegicus,10116.0,"5-hydroxydecanoic acid inhibits the reaction [11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [N-desbutyldronedarone results in increased negative regulation of mitochondrial membrane potential]]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,negative regulation of vasoconstriction,GO:0045906,,Rattus norvegicus,10116.0,"11,12-epoxy-5,8,14-eicosatrienoic acid results in increased negative regulation of vasoconstriction",increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,positive regulation of endothelial cell proliferation,GO:0001938,Ketoconazole^D007654^MESH|VEGFA^7422^GENE,Mus musculus,10090.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Ketoconazole inhibits the reaction [VEGFA protein results in increased positive regulation of endothelial cell proliferation]]",decreases^reaction|increases^phenotype
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,positive regulation of endothelial cell proliferation,GO:0001938,,Mus musculus,10090.0,"11,12-epoxy-5,8,14-eicosatrienoic acid results in increased positive regulation of endothelial cell proliferation",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,cell population proliferation,GO:0008283,,Homo sapiens,9606.0,"1,12-benzoperylene results in decreased cell population proliferation",decreases^phenotype
"1,12-benzoperylene",C006718,191-24-2,cell population proliferation,GO:0008283,2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide^C511621^MESH,Homo sapiens,9606.0,"2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide inhibits the reaction [1,12-benzoperylene results in decreased cell population proliferation]",decreases^phenotype|decreases^reaction
"1,12-benzoperylene",C006718,191-24-2,cellular response to DNA damage stimulus,GO:0006974,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased cellular response to DNA damage stimulus",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,cellular response to UV-A,GO:0071492,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased cellular response to UV-A",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,chemosensory behavior,GO:0007635,"1,12-benzoperylene^C006718^MESH",Danio rerio,7955.0,"[1,12-benzoperylene affects larval behavior] which affects chemosensory behavior",affects^phenotype
"1,12-benzoperylene",C006718,191-24-2,detection of oxidative stress,GO:0070994,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased detection of oxidative stress",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,detection of oxidative stress,GO:0070994,2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide^C511621^MESH,Homo sapiens,9606.0,"2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide promotes the reaction [1,12-benzoperylene results in increased detection of oxidative stress]",increases^phenotype|increases^reaction
"1,12-benzoperylene",C006718,191-24-2,DNA modification,GO:0006304,,Mus musculus,10090.0,"1,12-benzoperylene results in increased DNA modification",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,glutathione metabolic process,GO:0006749,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased glutathione metabolic process",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,glutathione metabolic process,GO:0006749,Glutathione^D005978^MESH,Homo sapiens,9606.0,"[1,12-benzoperylene results in increased glutathione metabolic process] which results in decreased abundance of Glutathione",decreases^abundance|increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,larval behavior,GO:0030537,,Danio rerio,7955.0,"1,12-benzoperylene affects larval behavior",affects^phenotype
"1,12-benzoperylene",C006718,191-24-2,larval behavior,GO:0030537,"1,12-benzoperylene^C006718^MESH",Danio rerio,7955.0,"[1,12-benzoperylene affects larval behavior] which affects chemosensory behavior",affects^phenotype
"1,12-benzoperylene",C006718,191-24-2,larval behavior,GO:0030537,"1,12-benzoperylene^C006718^MESH",Danio rerio,7955.0,"[1,12-benzoperylene affects larval behavior] which affects optomotor response",affects^phenotype
"1,12-benzoperylene",C006718,191-24-2,negative regulation of cell population proliferation,GO:0008285,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased negative regulation of cell population proliferation",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,negative regulation of superoxide dismutase activity,GO:1901670,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased negative regulation of superoxide dismutase activity",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,optomotor response,GO:0071632,"1,12-benzoperylene^C006718^MESH",Danio rerio,7955.0,"[1,12-benzoperylene affects larval behavior] which affects optomotor response",affects^phenotype
"1,12-benzoperylene",C006718,191-24-2,positive regulation of apoptotic process,GO:0043065,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased positive regulation of apoptotic process",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,positive regulation of execution phase of apoptosis,GO:1900119,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased positive regulation of execution phase of apoptosis",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,positive regulation of reactive oxygen species biosynthetic process,GO:1903428,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased positive regulation of reactive oxygen species biosynthetic process",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,positive regulation of reactive oxygen species biosynthetic process,GO:1903428,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased positive regulation of reactive oxygen species biosynthetic process",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,vesicle budding from membrane,GO:0006900,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased vesicle budding from membrane",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,vesicle organization,GO:0016050,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased vesicle organization",increases^phenotype
"1,12-benzoperylene",C006718,191-24-2,vesicle organization,GO:0016050,,Homo sapiens,9606.0,"1,12-benzoperylene results in increased vesicle organization",increases^phenotype
"1,1,3,3-tetramethylurea",C004168,632-22-4,positive regulation of natural killer cell mediated cytotoxicity,GO:0045954,,Homo sapiens,9606.0,"1,1,3,3-tetramethylurea results in decreased positive regulation of natural killer cell mediated cytotoxicity",decreases^phenotype
"1,1,3,4-tetrahydro-6-(1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl)quinazolin-2,4-dione",C581681,,male genitalia development,GO:0030539,,Rattus norvegicus,10116.0,"1,1,3,4-tetrahydro-6-(1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl)quinazolin-2,4-dione affects male genitalia development",affects^phenotype
"1,1,3,4-tetrahydro-6-(1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl)quinazolin-2,4-dione",C581681,,male genitalia morphogenesis,GO:0048808,Dibutyl Phthalate^D003993^MESH,Rattus norvegicus,10116.0,"[1,1,3,4-tetrahydro-6-(1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl)quinazolin-2,4-dione co-treated with Dibutyl Phthalate] results in decreased male genitalia morphogenesis",affects^cotreatment|decreases^phenotype
"1,1,3,4-tetrahydro-6-(1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl)quinazolin-2,4-dione",C581681,,nipple development,GO:0060618,,Rattus norvegicus,10116.0,"1,1,3,4-tetrahydro-6-(1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl)quinazolin-2,4-dione affects nipple development",affects^phenotype
"1-(1,4-benzodioxan-6-ylcarbonyl)piperidine",C443080,,evoked excitatory postsynaptic potential,GO:0098817,,Rattus norvegicus,10116.0,"1-(1,4-benzodioxan-6-ylcarbonyl)piperidine results in increased evoked excitatory postsynaptic potential",increases^phenotype
"1-(1,4-benzodioxan-6-ylcarbonyl)piperidine",C443080,,positive regulation of neuronal action potential,GO:1904457,,Rattus norvegicus,10116.0,"1-(1,4-benzodioxan-6-ylcarbonyl)piperidine results in increased positive regulation of neuronal action potential",increases^phenotype
"1-(1,4-benzodioxan-6-ylcarbonyl)piperidine",C443080,,trans-synaptic signaling,GO:0099537,,Rattus norvegicus,10116.0,"1-(1,4-benzodioxan-6-ylcarbonyl)piperidine results in increased trans-synaptic signaling",increases^phenotype
1-(14'-methylhexadecanoyl)pyrrolidine,C432926,,heterocycle metabolic process,GO:0046483,Dextran Sulfate^D016264^MESH,Mus musculus,10090.0,[Dextran Sulfate affects heterocycle metabolic process] which results in decreased abundance of 1-(14'-methylhexadecanoyl)pyrrolidine,affects^phenotype|decreases^abundance
"1,14-tetradecanedioic acid",C441251,,fatty acid metabolic process,GO:0006631,Diquat^D004178^MESH,Mus musculus,10090.0,"[Diquat affects fatty acid metabolic process] which results in decreased abundance of 1,14-tetradecanedioic acid",affects^phenotype|decreases^abundance
"1,1,4-tris(acetyloxy)-2-nonene",C449673,,cellular response to DNA damage stimulus,GO:0006974,GSTA4^2941^GENE,Mus musculus,10090.0,"[GSTA4 gene mutant form results in increased susceptibility to 1,1,4-tris(acetyloxy)-2-nonene] which results in increased cellular response to DNA damage stimulus",increases^phenotype|increases^response to substance
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,cell redox homeostasis,GO:0045454,Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in decreased cell redox homeostasis],decreases^phenotype|decreases^reaction
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,cell redox homeostasis,GO:0045454,Antioxidants^D000975^MESH|Rotenone^D012402^MESH,Rattus norvegicus,10116.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [[Rotenone results in decreased cell redox homeostasis] which results in increased abundance of Antioxidants],decreases^phenotype|decreases^reaction|increases^abundance
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,dopamine metabolic process,GO:0042417,Rotenone^D012402^MESH,Drosophila melanogaster,7227.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased dopamine metabolic process],decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,dopamine metabolic process,GO:0042417,"3,4-Dihydroxyphenylacetic Acid^D015102^MESH|Rotenone^D012402^MESH",Drosophila melanogaster,7227.0,"1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [[Rotenone results in increased dopamine metabolic process] which results in decreased abundance of 3,4-Dihydroxyphenylacetic Acid]",decreases^abundance|decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,dopamine metabolic process,GO:0042417,Dopamine^D004298^MESH|Rotenone^D012402^MESH,Drosophila melanogaster,7227.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [[Rotenone results in increased dopamine metabolic process] which results in decreased abundance of Dopamine],decreases^abundance|decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,glutathione metabolic process,GO:0006749,Rotenone^D012402^MESH,Drosophila melanogaster,7227.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [Rotenone results in increased glutathione metabolic process],decreases^reaction|increases^phenotype
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,glutathione metabolic process,GO:0006749,Glutathione^D005978^MESH|Rotenone^D012402^MESH,Drosophila melanogaster,7227.0,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea inhibits the reaction [[Rotenone results in increased glutathione metabolic process] which affects the abundance of Glutathione],affects^abundance|decreases^reaction|increases^phenotype
