GOName,GOID,DiseaseName,DiseaseID,InferenceChemicalQty,InferenceChemicalNames,InferenceGeneQty,InferenceGeneSymbols
2-oxoglutarate metabolic process,GO:0006103,Edema,MESH:D004487,3,Diquat|Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Edema, Cardiac",MESH:D004489,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Emphysema,MESH:D004646,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Enchondromatosis,MESH:D004687,0,,2,IDH1|IDH2
2-oxoglutarate metabolic process,GO:0006103,Endomyocardial Fibrosis,MESH:D004719,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Enteritis,MESH:D004751,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,"Enterocolitis, Necrotizing",MESH:D020345,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Eosinophilia,MESH:D004802,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Epilepsy,MESH:D004827,0,,1,L2HGDH
2-oxoglutarate metabolic process,GO:0006103,Exanthema,MESH:D005076,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Eye Diseases,MESH:D005128,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Fatty Liver,MESH:D005234,0,,1,GPT
2-oxoglutarate metabolic process,GO:0006103,Fetal Growth Retardation,MESH:D005317,2,Diquat|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Fibrosis,MESH:D005355,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Fish Diseases,MESH:D005393,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,Gas Poisoning,MESH:D005739,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Gastritis,MESH:D005756,1,Diquat,0,
2-oxoglutarate metabolic process,GO:0006103,Gastrointestinal Diseases,MESH:D005767,2,Hydroxychloroquine|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Glioma,MESH:D005910,0,,1,IDH1
2-oxoglutarate metabolic process,GO:0006103,"Glomerulonephritis, Membranous",MESH:D015433,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Goiter,MESH:D006042,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Growth Disorders,MESH:D006130,0,,1,IDH2
2-oxoglutarate metabolic process,GO:0006103,Headache,MESH:D006261,2,Hydroxychloroquine|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Hearing Loss,MESH:D034381,2,Catechin|Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,"Hearing Loss, Sensorineural",MESH:D006319,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Heart Arrest,MESH:D006323,2,Hydroxychloroquine|Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Heart Block,MESH:D006327,3,Hydroxychloroquine|Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Heart Diseases,MESH:D006331,2,Catechin|Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Heart Failure,MESH:D006333,2,Hydroxychloroquine|Isoproterenol,1,OGDHL
2-oxoglutarate metabolic process,GO:0006103,"Heart Failure, Diastolic",MESH:D054144,0,,1,COL6A1
2-oxoglutarate metabolic process,GO:0006103,"Heart Failure, Systolic",MESH:D054143,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Heart Injuries,MESH:D006335,2,Catechin|Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Helminthiasis,MESH:D006373,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,Hemangioma,MESH:D006391,1,alpha-hydroxyglutarate,2,IDH1|IDH2
2-oxoglutarate metabolic process,GO:0006103,Hematuria,MESH:D006417,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Hemolysis,MESH:D006461,1,Catechin,0,
2-oxoglutarate metabolic process,GO:0006103,Hemorrhage,MESH:D006470,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Hepatic Insufficiency,MESH:D048550,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Hepatitis,MESH:D006505,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,HIV Infections,MESH:D015658,1,Catechin,0,
2-oxoglutarate metabolic process,GO:0006103,HTLV-I Infections,MESH:D015490,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,Hydronephrosis,MESH:D006869,0,,1,IDH2
2-oxoglutarate metabolic process,GO:0006103,Hyperalgesia,MESH:D006930,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Hyperemia,MESH:D006940,2,Diquat|Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Hyperglycemia,MESH:D006943,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Hyperhomocysteinemia,MESH:D020138,1,Catechin,0,
2-oxoglutarate metabolic process,GO:0006103,Hyperoxia,MESH:D018496,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Hyperplasia,MESH:D006965,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Hypertension,MESH:D006973,3,Antioxidants|Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Hypertension, Portal",MESH:D006975,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,"Hypertension, Pulmonary",MESH:D006976,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Hypertrophy,MESH:D006984,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,"Hypertrophy, Left Ventricular",MESH:D017379,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,"Hypertrophy, Right Ventricular",MESH:D017380,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Hypocalcemia,MESH:D006996,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Hypogonadism,MESH:D007006,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Hypokalemia,MESH:D007008,2,Hydroxychloroquine|Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Hyponatremia,MESH:D007010,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Hypotension,MESH:D007022,3,Hydroxychloroquine|Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Hypoxia,MESH:D000860,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Hypoxia-Ischemia, Brain",MESH:D020925,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,IgA Vasculitis,MESH:D011695,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Immunoblastic Lymphadenopathy,MESH:D007119,0,,1,IDH2
2-oxoglutarate metabolic process,GO:0006103,"Infant, Newborn, Diseases",MESH:D007232,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Infarction,MESH:D007238,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,"Infarction, Middle Cerebral Artery",MESH:D020244,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Infertility, Female",MESH:D007247,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Infertility, Male",MESH:D007248,1,Diquat,0,
2-oxoglutarate metabolic process,GO:0006103,Inflammation,MESH:D007249,3,Isoproterenol|Niclosamide|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Insulin Resistance,MESH:D007333,2,Catechin|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Intellectual Disability,MESH:D008607,0,,1,L2HGDH
2-oxoglutarate metabolic process,GO:0006103,Intestinal Diseases,MESH:D007410,1,Diquat,0,
2-oxoglutarate metabolic process,GO:0006103,Ischemia,MESH:D007511,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Ischemic Attack, Transient",MESH:D002546,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Kidney Diseases,MESH:D007674,2,Diquat|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Kyphosis,MESH:D007738,1,Diquat,0,
2-oxoglutarate metabolic process,GO:0006103,"Lactic Acidosis, Congenital Infantile, Due To LAD Deficiency",MESH:C573012,0,,1,DLD
2-oxoglutarate metabolic process,GO:0006103,Learning Disabilities,MESH:D007859,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Leukemia, Myeloid",MESH:D007951,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,"Leukemia, Myeloid, Acute",MESH:D015470,0,,2,IDH1|IDH2
2-oxoglutarate metabolic process,GO:0006103,"Leukemia, Promyelocytic, Acute",MESH:D015473,1,toosendanin,2,IDH1|IDH2
2-oxoglutarate metabolic process,GO:0006103,Leukostasis,MESH:D018921,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Liver Cirrhosis,MESH:D008103,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,"Liver Cirrhosis, Experimental",MESH:D008106,0,,5,AADAT|ADHFE1|COL6A1|GOT1|GPT
2-oxoglutarate metabolic process,GO:0006103,Liver Diseases,MESH:D008107,2,Catechin|Oxygen,1,GPT
2-oxoglutarate metabolic process,GO:0006103,"Liver Failure, Acute",MESH:D017114,3,Catechin|Hydroxychloroquine|Oxygen,1,IDH1
2-oxoglutarate metabolic process,GO:0006103,Liver Neoplasms,MESH:D008113,1,Catechin,0,
2-oxoglutarate metabolic process,GO:0006103,"Liver Neoplasms, Experimental",MESH:D008114,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,Long QT Syndrome,MESH:D008133,2,Hydroxychloroquine|Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Lordosis,MESH:D008141,1,Diquat,0,
2-oxoglutarate metabolic process,GO:0006103,Lung Injury,MESH:D055370,5,Antioxidants|Catechin|Diquat|Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Lung Neoplasms,MESH:D008175,1,Oxygen,1,COL6A1
2-oxoglutarate metabolic process,GO:0006103,"Lupus Erythematosus, Cutaneous",MESH:D008178,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,"Lupus Erythematosus, Discoid",MESH:D008179,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,"Lupus Erythematosus, Systemic",MESH:D008180,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Lupus Nephritis,MESH:D008181,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,"Lymphoma, T-Cell, Peripheral",MESH:D016411,0,,1,IDH2
2-oxoglutarate metabolic process,GO:0006103,Macular Degeneration,MESH:D008268,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Malaria,MESH:D008288,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,"Mammary Neoplasms, Experimental",MESH:D008325,1,Catechin,0,
2-oxoglutarate metabolic process,GO:0006103,Manganese Poisoning,MESH:D020149,1,Antioxidants,0,
2-oxoglutarate metabolic process,GO:0006103,Massive Hepatic Necrosis,MESH:D047508,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Melanoma,MESH:D008545,2,Antioxidants|Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,Memory Disorders,MESH:D008569,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Mesenteric Ischemia,MESH:D065666,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Mitochondrial Diseases,MESH:D028361,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Mitral Valve Insufficiency,MESH:D008944,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Mixed Connective Tissue Disease,MESH:D008947,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Movement Disorders,MESH:D009069,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Muscle Weakness,MESH:D018908,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Muscular Diseases,MESH:D009135,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Muscular Dystrophies,MESH:D009136,0,,1,COL6A1
2-oxoglutarate metabolic process,GO:0006103,Musculoskeletal Diseases,MESH:D009140,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Myocardial Infarction,MESH:D009203,3,Catechin|Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Myocardial Ischemia,MESH:D017202,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Myocardial Reperfusion Injury,MESH:D015428,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Myocarditis,MESH:D009205,2,Hydroxychloroquine|Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Nausea,MESH:D009325,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Necrosis,MESH:D009336,3,Isoproterenol|Niclosamide|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Neoplasm Invasiveness,MESH:D009361,4,Hydroxychloroquine|Isoproterenol|Niclosamide|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Neoplasm Metastasis,MESH:D009362,3,Catechin|Niclosamide|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Neoplasm Recurrence, Local",MESH:D009364,0,,2,IDH1|IDH2
2-oxoglutarate metabolic process,GO:0006103,Neoplasms,MESH:D009369,2,Niclosamide|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Neoplasms, Experimental",MESH:D009374,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,"Neovascularization, Pathologic",MESH:D009389,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Nephritis, Interstitial",MESH:D009395,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Nephrosclerosis,MESH:D009400,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,Nephrotic Syndrome,MESH:D009404,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Nerve Degeneration,MESH:D009410,3,Catechin|Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Nervous System Diseases,MESH:D009422,1,Antioxidants,0,
2-oxoglutarate metabolic process,GO:0006103,Nervous System Malformations,MESH:D009421,0,,1,L2HGDH
2-oxoglutarate metabolic process,GO:0006103,Neurobehavioral Manifestations,MESH:D019954,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Neurodegenerative Diseases,MESH:D019636,2,Antioxidants|Catechin,0,
2-oxoglutarate metabolic process,GO:0006103,NEURODEVELOPMENTAL DISORDER WITH SPASTIC PARAPLEGIA AND MICROCEPHALY,OMIM:616281,0,,1,GPT2
2-oxoglutarate metabolic process,GO:0006103,Neurologic Manifestations,MESH:D009461,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Neuromuscular Manifestations,MESH:D020879,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Non-alcoholic Fatty Liver Disease,MESH:D065626,0,,1,GPT
2-oxoglutarate metabolic process,GO:0006103,Ocular Hypertension,MESH:D009798,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Oligodendroglioma,MESH:D009837,0,,2,IDH1|IDH2
2-oxoglutarate metabolic process,GO:0006103,Osteoarthritis,MESH:D010003,0,,2,IDH2|IDH3A
2-oxoglutarate metabolic process,GO:0006103,Osteoporosis,MESH:D010024,0,,1,IDH2
2-oxoglutarate metabolic process,GO:0006103,Ovarian Neoplasms,MESH:D010051,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,Panic Disorder,MESH:D016584,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Paralysis,MESH:D010243,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Parasitic Diseases,MESH:D010272,1,toosendanin,0,
2-oxoglutarate metabolic process,GO:0006103,Perinatal Death,MESH:D066087,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Peripheral Nervous System Diseases,MESH:D010523,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Personality Disorders,MESH:D010554,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Pleural Effusion,MESH:D010996,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Pneumonia,MESH:D011014,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Poisoning,MESH:D011041,3,Diquat|Niclosamide|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Polyarteritis Nodosa,MESH:D010488,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Polycystic Ovary Syndrome,MESH:D011085,1,Antioxidants,0,
2-oxoglutarate metabolic process,GO:0006103,Postoperative Complications,MESH:D011183,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,0,,1,IDH1
2-oxoglutarate metabolic process,GO:0006103,Pre-Eclampsia,MESH:D011225,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Pre-Excitation Syndromes,MESH:D011226,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Prostatic Neoplasms,MESH:D011471,2,Antioxidants|Niclosamide,1,IDH1
2-oxoglutarate metabolic process,GO:0006103,"Prostatic Neoplasms, Castration-Resistant",MESH:D064129,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,Proteinuria,MESH:D011507,2,Niclosamide|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Psoriasis,MESH:D011565,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Pulmonary Arterial Hypertension,MESH:D000081029,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Pulmonary Edema,MESH:D011654,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Pulmonary Fibrosis,MESH:D011658,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Refsum Disease,MESH:D012035,0,,1,PHYH
2-oxoglutarate metabolic process,GO:0006103,Renal Insufficiency,MESH:D051437,0,,1,IDH2
2-oxoglutarate metabolic process,GO:0006103,Reperfusion Injury,MESH:D015427,1,Oxygen,1,GPT
2-oxoglutarate metabolic process,GO:0006103,Respiratory Distress Syndrome,MESH:D012128,2,Antioxidants|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Respiratory Insufficiency,MESH:D012131,3,Hydroxychloroquine|Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Retinal Diseases,MESH:D012164,2,Hydroxychloroquine|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Retinal Neovascularization,MESH:D015861,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Retinitis Pigmentosa,MESH:D012174,0,,1,IDH3B
2-oxoglutarate metabolic process,GO:0006103,Retinitis Pigmentosa 46,MESH:C567249,0,,1,IDH3B
2-oxoglutarate metabolic process,GO:0006103,Retinopathy of Prematurity,MESH:D012178,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Rheumatic Diseases,MESH:D012216,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Scleroatonic muscular dystrophy,MESH:C537521,0,,1,COL6A1
2-oxoglutarate metabolic process,GO:0006103,Scoliosis,MESH:D012600,1,Diquat,0,
2-oxoglutarate metabolic process,GO:0006103,Scotoma,MESH:D012607,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Seizures,MESH:D012640,2,Hydroxychloroquine|Oxygen,1,IDH2
2-oxoglutarate metabolic process,GO:0006103,Sepsis,MESH:D018805,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Severe Acute Respiratory Syndrome,MESH:D045169,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,"Shock, Cardiogenic",MESH:D012770,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,"Sinus Arrest, Cardiac",MESH:D054138,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Sjogren's Syndrome,MESH:D012859,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Skin Diseases,MESH:D012871,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Spinal Cord Injuries,MESH:D013119,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Spinal Cord Ischemia,MESH:D020760,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Splenomegaly,MESH:D013163,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,Status Asthmaticus,MESH:D013224,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,ST Elevation Myocardial Infarction,MESH:D000072657,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Stevens-Johnson Syndrome,MESH:D013262,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Stomach Diseases,MESH:D013272,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Stomach Neoplasms,MESH:D013274,0,,1,IDH3B
2-oxoglutarate metabolic process,GO:0006103,Stomach Ulcer,MESH:D013276,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Sudden Infant Death,MESH:D013398,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Syncope,MESH:D013575,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,"Syncope, Vasovagal",MESH:D019462,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Tachycardia,MESH:D013610,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Tachycardia, Atrioventricular Nodal Reentry",MESH:D013611,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,"Tachycardia, Reciprocating",MESH:D054139,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,"Tachycardia, Sinus",MESH:D013616,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,"Tachycardia, Supraventricular",MESH:D013617,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,"Tachycardia, Ventricular",MESH:D017180,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Tachypnea,MESH:D059246,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Takayasu Arteritis,MESH:D013625,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Testicular Diseases,MESH:D013733,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Thrombocytopenia,MESH:D013921,1,Diquat,0,
2-oxoglutarate metabolic process,GO:0006103,Torsades de Pointes,MESH:D016171,2,Hydroxychloroquine|Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Toxoplasmosis,MESH:D014123,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Tremor,MESH:D014202,2,Hydroxychloroquine|Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Triple Negative Breast Neoplasms,MESH:D064726,2,Oxygen|toosendanin,0,
2-oxoglutarate metabolic process,GO:0006103,Tyrosinemias,MESH:D020176,0,,1,TAT
2-oxoglutarate metabolic process,GO:0006103,Ureteral Obstruction,MESH:D014517,1,Niclosamide,0,
2-oxoglutarate metabolic process,GO:0006103,Urinary Bladder Neoplasms,MESH:D001749,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Urticaria,MESH:D014581,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Vascular Remodeling,MESH:D066253,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Vascular System Injuries,MESH:D057772,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Vasculitis, Central Nervous System",MESH:D020293,1,Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Vasculitis, Leukocytoclastic, Cutaneous",MESH:D018366,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,"Vasospasm, Intracranial",MESH:D020301,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Ventricular Dysfunction,MESH:D018754,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,"Ventricular Dysfunction, Left",MESH:D018487,3,Antioxidants|Isoproterenol|Oxygen,1,IDH2
2-oxoglutarate metabolic process,GO:0006103,Ventricular Fibrillation,MESH:D014693,2,Hydroxychloroquine|Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Ventricular Premature Complexes,MESH:D018879,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Ventricular Remodeling,MESH:D020257,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Vertigo,MESH:D014717,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Vision Disorders,MESH:D014786,1,Hydroxychloroquine,0,
2-oxoglutarate metabolic process,GO:0006103,Vomiting,MESH:D014839,2,Isoproterenol|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Weight Gain,MESH:D015430,2,Catechin|Oxygen,0,
2-oxoglutarate metabolic process,GO:0006103,Weight Loss,MESH:D015431,4,Diquat|Isoproterenol|Oxygen|toosendanin,0,
2-oxoglutarate metabolic process,GO:0006103,Wolff-Parkinson-White Syndrome,MESH:D014927,1,Isoproterenol,0,
2-oxoglutarate metabolic process,GO:0006103,Zika Virus Infection,MESH:D000071243,2,Hydroxychloroquine|Niclosamide,0,
3-keto-sphinganine metabolic process,GO:0006666,"Lymphoma, Follicular",MESH:D008224,0,,1,KDSR
3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,GO:0050428,"Spondyloepimetaphyseal Dysplasia, Pakistani Type",MESH:C567551,0,,1,PAPSS2
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Arterial calcification of infancy,MESH:C537440,0,,1,ENPP1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Autism Spectrum Disorder,MESH:D000067877,0,,5,SULT1B1|SULT1C3|SULT2B1|TPST1|TPST2
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Breast Neoplasms,MESH:D001943,0,,1,SULT1A1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Chemical and Drug Induced Liver Injury,MESH:D056486,0,,4,BPNT1|SULT1C3|SULT1E1|SULT2B1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Cholestasis,MESH:D002779,0,,1,SULT2B1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Chromosome Aberrations,MESH:D002869,0,,2,SULT1A1|SULT1A2
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,COLE DISEASE,OMIM:615522,0,,1,ENPP1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Colonic Neoplasms,MESH:D003110,0,,1,SULT1A1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,Colorectal Neoplasms,MESH:D015179,0,,1,SULT2B1
3'-phosphoadenosine 5'-phosphosulfate metabolic process,GO:0050427,"Diabetes Mellitus, Type 2",MESH:D003924,0,,1,ENPP1
